任務ID,任務名稱,任務目標,NPC位置,NPC名稱,EXP獎勵,ELY獎勵,道具獎勵
112001274,懇求憐恤,"需要在 ""神殿地帶""狩獵 [水之普魯頓修女]30隻。",中央地帶,愛蓮修女,150000.0,49000,
112001275,覺醒吧,需要到“中央地區”消滅30隻[普魯頓水之神女]。,中間地區,西斯特 愛蓮,150000.0,49000,
112001276,切勿犯罪。,需要到“中央地區”消滅30隻[普魯頓水之神女]。,中間地區,西斯特 愛蓮,150000.0,49000,
112001277,願照亮我們。,需要到“中央地區”收集26個[普魯頓水之神女]的<聖水盤>回來。,中間地區,西斯特 愛蓮,150000.0,49000,中級恢復藥水 X15
112001282,參拜聖殿。,需要從神殿地帶 [水之普魯頓修女]身上收集 <念珠>17個。,中央地帶,愛蓮修女,150000.0,49000,
112001283,我得罪。,需要到“神殿地區”消滅30隻[普魯頓大地神官]。,中間地區,西斯特 愛蓮,153000.0,49500,
112001284,您的庇佑,需要到“神殿地區”消滅30隻[普魯頓大地神官]。,中間地區,西斯特 愛蓮,153000.0,49500,
112001285,請治癒我,需要到“神殿地區”消滅30隻[普魯頓大地神官]。,中間地區,西斯特 愛蓮,153000.0,49500,中級恢復藥水 X15
112001286,靈魂的等待,需要到“神殿地區”收集26個[普魯頓大地神官]的<銀燭臺>回來。,中間地區,西斯特 愛蓮,153000.0,49500,
112001287,需要感謝誰?,需要到“神殿地區”收集26個[普魯頓大地神官]的<薔薇目燭臺>回來。,中間地區,西斯特 愛蓮,153000.0,49500,靈藥兌換券 X1
112001292,惡人之惡,"需要在""中央地帶""狩獵30隻[火之普魯頓修女]。",中央地帶,愛蓮修女,156000.0,60000,
112001293,可怕的禱文,需要到“神殿地區”消滅30隻[普魯頓火之神女]。,中間地區,西斯特 愛蓮,156000.0,60000,
112001298,天地間的生命,需要到“神殿地區”消滅16個[普魯頓火之神女]，並收集13個<復活節蠟燭>回來。,中間地區,西斯特 愛蓮,156000.0,60000,
112001299,這一切都是對您的讚美,需要到“神殿地區”消滅16個[普魯頓火之神女]，並收集14個<雞蛋蠟燭>回來。,中間地區,西斯特 愛蓮,156000.0,60000,
112013001,蜂怪女王的猜謎,"要去""爬呀爬大樹""打 [蜂怪女王]，這是可取得特別稱號的任務。",爬呀爬大樹,拉塔特,0.0,0,
112013002,為了見到影子忍者王,"要去""黑月城監獄""打 [影子忍者王]，這是可取得特別稱號的任務。",奧亦奇村莊,辛卓,0.0,0,
112013003,鏘鏘~荒野鏢客,"要去""彭哥列列車""打 [吟遊詩人珍]，這是可取得特別稱號的任務。",火車站,科基莉亞,0.0,0,
113000001,返回貝斯村莊,需要與“貝斯村”的“布馬”對話。,貝斯村莊,布馬,141000.0,47500,
113000002,科學文明的城市,需要和位元元於“亞特蘭提斯”的“情人”對話。,亞特蘭提斯,情人,141000.0,47500,
113000003,被遺棄的科學遺跡,需消滅30隻位於“深淵的遺址”的[葛雷]。,亞特蘭提斯,情人,141000.0,47500,
113000004,軟乎乎的葛雷,需消滅30隻位於“深淵的遺址”的[葛雷]。,亞特蘭提斯,情人,141000.0,47500,
113000005,研究葛雷,需要到“深淵的遺址”收集26個[葛雷]的<葛雷的大腦>回來。,亞特蘭提斯,情人,141000.0,47500,中級恢復藥水 X15
113000006,葛雷機械工!,需要到“深淵的遺址”收集26個[葛雷]的<軟綿綿的葛雷之腿>回來。,亞特蘭提斯,瑪利,141000.0,47500,
113000011,沒有情報的怪物,需消滅30隻位於“深淵的遺址”的[海馬]。,亞特蘭提斯,情人,144000.0,48000,
113000012,海馬的變化,需要到“深淵的遺址”收集26個[海馬]的<海馬的黑暗珍珠>回來。,亞特蘭提斯,情人,144000.0,48000,
113000013,更準確一些的情報,需消滅30隻位於“深淵的遺址”的[海馬]。,亞特蘭提斯,情人,144000.0,48000,中級恢復藥水 X15
113000014,葛雷的攻擊無效化,需要到“深淵的遺址”收集26個[海馬]的<幹皮>回來。,亞特蘭提斯,情人,144000.0,48000,
113000015,瑪利尋找的寶物,需要到“深淵的遺址”收集26個[海馬]的<海馬的黑暗珍珠>回來。,亞特蘭提斯,瑪利,144000.0,48000,
113000021,其他種類的海馬,需消滅30隻位於“深淵的遺址”的[騎士海馬]。,亞特蘭提斯,情人,147000.0,48500,
113000022,科學發達的弊端,需要到“深淵的遺址”收集26個[騎士海馬]的<騎士海馬的暗黑球>回來。,亞特蘭提斯,情人,147000.0,48500,
113000023,瞭解情況,需要到“深淵的遺址”收集26個[騎士海馬]的<騎士海馬之喙>回來。,亞特蘭提斯,情人,147000.0,48500,
113000024,爆炸的兩種物質,需要到“深淵的遺址”收集50個[騎士海馬]的<騎士海馬的暗黑球>回來。,亞特蘭提斯,瑪利,294000.0,48500,中級恢復藥水 X15
113000025,回收黑暗球,需要到“深淵的遺址”收集30個[騎士海馬]的<騎士海馬的暗黑球>回來。,亞特蘭提斯,瑪利,147000.0,48500,
113000031,深淵的索妮爾,需要和位元元於“深淵的遺址”的“索妮爾”對話。,深淵的遺址,索妮爾,150000.0,49000,
113000032,索妮爾的事,需消滅30隻位於“深淵的遺址”的[珊瑚獸]。,深淵的遺址,索妮爾,150000.0,49000,靈藥兌換券 X2
113000033,確認體液,需要到“深淵的遺址”收集26個[珊瑚獸]的<珊瑚獸體液>回來。,深淵的遺址,索妮爾,150000.0,49000,
113000034,奇怪的珊瑚獸,需消滅25隻位於“深淵的遺址”的[珊瑚獸]。,深淵的遺址,索妮爾,150000.0,49000,中級恢復藥水 X15
113000035,查清珊瑚獸的本體,需要到“深淵的遺址”收集30個[珊瑚獸]的<珊瑚獸的五色珍珠>回來。,深淵的遺址,索妮爾,150000.0,49000,
113000036,索妮爾的求助,需要到“深淵的遺址”收集20個[珊瑚獸]的<珊瑚獸的五色珍珠>回來。,深淵的遺址,索妮爾,150000.0,49000,靈藥兌換券 X1
113000041,返回亞特蘭提斯,需要和位元元於“亞特蘭提斯”的“索妮爾”對話。,亞特蘭提斯,索妮爾,153000.0,49500,
113000042,與安娜史塔莎相逢,需要和位元元於“亞特蘭提斯”的“安娜史塔莎”對話。,亞特蘭提斯,安娜史塔莎,153000.0,49500,
113000043,前往雪原,需要到“亞特蘭提斯”利用傳送門通往“雪原”地區的入口，消滅20隻那裡的[白蟻G]。,亞特蘭提斯,安娜史塔莎,153000.0,49500,
113000044,白蟻G,需消滅30隻位於“雪原”地區的[白蟻G]。,亞特蘭提斯,安娜史塔莎,153000.0,49500,
113000045,白蟻G的物品,需要到“雪原”地區收集20個[白蟻G]的<閃閃的黃金粉>回來。,亞特蘭提斯,情人,153000.0,49500,
113000046,新的發現,需要到“雪原”地區收集30個[白蟻G]的<閃閃的黃金粉>回來。,亞特蘭提斯,情人,153000.0,49500,
113000047,白蟻G的唾液,需要到“雪原”地區收集26個[白蟻G]的<白蟻G的唾液>回來。,亞特蘭提斯,情人,153000.0,49500,
113000051,雪原的毛絨球,需消滅30隻位於“雪原”地區的[毛絨球]。,亞特蘭提斯,安娜史塔莎,156000.0,60000,
113000052,清澈的眼珠,需要到“雪原”地區收集30個<亮晶晶的眼球>回來。,亞特蘭提斯,安娜史塔莎,156000.0,60000,
113000053,藏在毛下的皮膚,需要到“雪原”地區收集20個[毛絨球]的<毛絨球皮膚>回來。,亞特蘭提斯,安娜史塔莎,156000.0,60000,
113000054,完全瞭解毛絨球,需要到“雪原”地區收集<亮晶晶的眼球>20個回來。,亞特蘭提斯,安娜史塔莎,156000.0,60000,
113000055,身上沾雪的怪物,需消滅20隻位於“雪原”地區的[毛絨球]。,亞特蘭提斯,魯道夫,156000.0,60000,
113000061,招募雪原遠征隊,需要和位元元於“亞特蘭提斯”的“魯道夫”對話。,亞特蘭提斯,魯道夫,159000.0,60600,
113000062,正式向著雪原,需要和位元元於“雪原”的“魯道夫”對話。,雪原,魯道夫,159000.0,60600,
113000063,冰冷的怨恨,需消滅25隻位於“雪原”地區的[雪女]。,雪原,魯道夫,159000.0,60600,
113000064,含冤之花,需要到“雪原”地區收集25個[雪女]的<冰花>回來。,雪原,魯道夫,159000.0,60600,
113000065,正適合裝飾,需要到“雪原”地區收集25個[雪女]的<雪花>回來。,雪原,魯道夫,159000.0,60600,
113000066,向著溫泉,需要到“雪原”地區消滅15隻[雪女]並收集15個<雪花>回來。,雪原,魯道夫,318000.0,60600,
113000067,損失嚴重,需要到“雪原”地區消滅15隻[雪女]並收集15個<雪女的冰花>回來。,雪原,魯道夫,159000.0,60600,
113000068,情人的召喚,需要和位元元於“亞特蘭提斯”的“情人”對話。,亞特蘭提斯,情人,162000.0,61200,
113000069,向著新的地區,需要和位元元於“癩蛤蟆村落”的“麻子村長”對話。,癩蛤蟆村落,村長,162000.0,61200,
113000070,難纏的村長,需要到“癩蛤蟆海邊”地區收集50個[獨角蟹]的<獨角蟹肉>回來。,癩蛤蟆村落,村長,324000.0,61200,
113000071,大癩蛤蟆的糧食,需要到“癩蛤蟆海邊”地區收集20個<獨角蟹肉>回來。,癩蛤蟆村落,村長,162000.0,61200,
113000072,因為外地人?,需消滅30隻位於“癩蛤蟆海邊”地區的[獨角蟹]。,癩蛤蟆村落,村長,162000.0,61200,
113000073,珍藏品裝飾,需要到“癩蛤蟆海邊”地區收集50個<獨角蟹爪>回來。,癩蛤蟆村落,村長,324000.0,61200,
113000074,村長之火,需要和位元元於“癩蛤蟆村落”的“燕爾”對話。,癩蛤蟆村落,蓮兒,162000.0,61200,
113000075,野豬珍藏品,需消滅30隻位於“癩蛤蟆樹林”地區的[野豬]。,癩蛤蟆村落,蓮兒,165000.0,61800,
113000076,皮也是珍藏品,需要到“癩蛤蟆樹林”地區收集20個[野豬]的<野豬皮>回來。,癩蛤蟆村落,蓮兒,165000.0,61800,
113000077,根也是珍藏品,需要到“癩蛤蟆樹林”地區收集20個[野豬]的<無名根>回來。,癩蛤蟆村落,蓮兒,165000.0,61800,
113000078,野豬的一切,需要到“癩蛤蟆樹林”地區收集<野豬皮>20個回來。,癩蛤蟆村落,蓮兒,165000.0,61800,
113000079,可怕的野豬,需消滅20隻位於“癩蛤蟆樹林”地區的[野豬]。,癩蛤蟆村落,芙蓉,165000.0,61800,
113000082,癩蛤蟆樹林內部,需消滅30隻位於“癩蛤蟆樹林”地區的[天蛾人]。,癩蛤蟆村落,蓮兒,169000.0,62400,
113000083,靈驗的毒粉,需要到“癩蛤蟆樹林”地區收集30個[天蛾人]的<天蛾人毒粉>回來。,癩蛤蟆村落,蓮兒,169000.0,62400,
113000084,裝藥的罐子,需要到“癩蛤蟆樹林”地區收集30個[天蛾人]的<天蛾人罐子>回來。,癩蛤蟆村落,蓮兒,169000.0,62400,
113000085,用於治病的天蛾人,需要到“癩蛤蟆樹林”地區收集[天蛾人]的<天蛾人毒粉>30個回來。,癩蛤蟆村落,蓮兒,169000.0,62400,
113000086,討厭的天蛾人,需消滅30隻位於“癩蛤蟆樹林”地區的[天蛾人]。,癩蛤蟆村落,芙蓉,169000.0,62400,
113000089,生氣的……天蛾人?,需消滅8隻位於“癩蛤蟆樹林”地區的[憤怒的天蛾人]。,癩蛤蟆村落,蓮兒,172000.0,63000,
113000090,研究憤怒的天蛾人,需要到“癩蛤蟆樹林”地區收集8個[憤怒的天蛾人]的<花粉藥瓶>回來。,癩蛤蟆村落,蓮兒,172000.0,63000,
113000091,潛入所需的物品,需要到“癩蛤蟆樹林”地區收集8個[憤怒的天蛾人]的<天蛾人標誌>回來。,癩蛤蟆村落,蓮兒,172000.0,63000,
113000092,負傷所需的覺醒,需要到“癩蛤蟆樹林”地區收集8個[憤怒的天蛾人]的<葉子>回來。,癩蛤蟆村落,芙蓉,172000.0,63000,
113000093,恢復所需的藥瓶,需要到“癩蛤蟆樹林”地區收集8個[憤怒的天蛾人]的<花粉藥瓶>回來。,癩蛤蟆村落,芙蓉,172000.0,63000,
113000096,神妙的護符,需要到“癩蛤蟆山”地區收集20個[花女]的<葉子>回來。,癩蛤蟆村落,芙蓉,175000.0,63600,
113000097,吃人的花,需消滅20隻位於“癩蛤蟆山”地區的[花女]。,癩蛤蟆村落,芙蓉,175000.0,63600,
113000098,噁心的嘴唇,需要到“癩蛤蟆山”地區收集20個[花女]的<嘴唇>回來。,癩蛤蟆村落,芙蓉,175000.0,63600,
113000099,花子的一切,需要到“癩蛤蟆山”地區收集[花女]的<葉子>20個回來。,癩蛤蟆村落,蓮兒,175000.0,63600,
113000100,難堪的嘴唇,需要到“癩蛤蟆山”地區消滅20隻[花女]。,癩蛤蟆村落,蓮兒,175000.0,63600,
113000101,尷尬的藥材,需要到“癩蛤蟆山”地區收集20個<花女葉子>回來。,癩蛤蟆村落,蓮兒,175000.0,63600,
113000103,嚇人的食人樹,需消滅15隻位於“癩蛤蟆山”地區的[食人樹]。,癩蛤蟆村落,芙蓉,179000.0,64200,
113000104,根除食人樹,需要到“癩蛤蟆山”地區收集15個<食人樹之根>回來。,癩蛤蟆村落,芙蓉,179000.0,64200,
113000105,野蠻觸鬚,需要到“癩蛤蟆山”地區收集15個<食人樹的觸鬚>回來。,癩蛤蟆村落,芙蓉,179000.0,64200,
113000106,可怕的食人樹,需要到“癩蛤蟆山”地區收集[食人樹]的<食人樹之根>15個回來。,癩蛤蟆村落,芙蓉,179000.0,64200,
113000107,雪上加霜,需要到“癩蛤蟆山”地區收集15個[食人樹]的<觸鬚>回來。,癩蛤蟆村落,蓮兒,179000.0,64200,
113000108,唯一的優點,需要到“癩蛤蟆山”地區收集15個[食人樹]的<食人樹之根>回來。,癩蛤蟆村落,蓮兒,179000.0,64200,
113000110,怪異的極致,需消滅20隻位於“癩蛤蟆山”地區的[蜥蜴人]。,癩蛤蟆村落,芙蓉,183000.0,64800,
113000111,能拍碎岩石的尾巴,需要到“癩蛤蟆山”地區收集20個[蜥蜴人]的<尾巴>回來。,癩蛤蟆村落,芙蓉,183000.0,64800,
113000112,證明勇氣的鮮血,需要到“癩蛤蟆山”地區收集20個[蜥蜴人]的<蜥蜴人滾燙的血>回來。,癩蛤蟆村落,芙蓉,183000.0,64800,
113000113,特殊的食物?,需要到“癩蛤蟆山”地區收集20個[蜥蜴人]的<蜥蜴人滾燙的血>回來。,癩蛤蟆村落,蓮兒,183000.0,64800,
113000114,更特殊的食物,需要到“癩蛤蟆山”地區收集20個[蜥蜴人]的<尾巴>回來。,癩蛤蟆村落,蓮兒,183000.0,64800,
113000115,更多要求,需要到“癩蛤蟆山”地區收集[蜥蜴人]的<尾巴>20個回來。,癩蛤蟆村落,蓮兒,183000.0,64800,
113000117,隱秘的召喚,需要和位元元於“癩蛤蟆村落”的“梨花”對話。,癩蛤蟆村落,梨花,186000.0,65400,
113000118,梨花的測試,需消滅20隻位於“癩蛤蟆洞穴”地區的[藍豺狼獸]。,癩蛤蟆村落,梨花,186000.0,65400,
113000119,藍豺狼獸的劇情,需消滅20隻位於“癩蛤蟆洞穴”地區的[藍豺狼獸]。,癩蛤蟆村落,梨花,186000.0,65400,
113000120,為了剩下的人,需要到“癩蛤蟆洞穴”地區收集20個[藍豺狼獸]的<毛>回來。,癩蛤蟆村落,梨花,186000.0,65400,
113000121,當務之急,需要到“癩蛤蟆洞穴”地區收集20個<藍豺狼獸的毛>回來。,癩蛤蟆村落,梨花,186000.0,65400,
113000122,奇怪的道服,需要到“癩蛤蟆洞穴”地區收集20個<藍豺狼獸道服>回來。,癩蛤蟆村落,梨花,186000.0,65400,
113000123,研究方法,需要到“癩蛤蟆洞穴”地區收集[藍豺狼獸]的<藍豺狼獸的毛>20個回來。,癩蛤蟆村落,梨花,186000.0,65400,
113000124,更惡毒的詛咒,需消滅50隻位於“癩蛤蟆洞穴”地區的[綠豺狼獸]。,癩蛤蟆村落,梨花,190000.0,66000,
113000125,完整的怪物,需要到“癩蛤蟆洞穴”地區收集20個[綠豺狼獸]的<毛>回來。,癩蛤蟆村落,梨花,190000.0,66000,
113000126,奇怪的指甲,需要到“癩蛤蟆洞穴”地區收集20個[綠豺狼獸]的<綠豺狼獸指甲>回來。,癩蛤蟆村落,梨花,190000.0,66000,
113000127,徹底滅族,需要到“癩蛤蟆洞穴”地區收集[綠豺狼獸]的<綠豺狼獸的毛>20個回來。,癩蛤蟆村落,梨花,190000.0,66000,
113000128,新的武器,需要到“癩蛤蟆洞穴”地區收集20個<綠豺狼獸指甲>回來。,癩蛤蟆村落,梨花,190000.0,66000,
113000129,陰森的毛,需要到“癩蛤蟆洞穴”地區消滅20隻[綠豺狼獸]。,癩蛤蟆村落,梨花,190000.0,66000,
113000130,無奈之選,需消滅50隻位於“癩蛤蟆洞穴”地區的[綠豺狼獸]。,癩蛤蟆村落,梨花,190000.0,66000,
113000131,西方騎士,需消滅15隻位於“癩蛤蟆洞穴”地區的[圓桌武士]。,癩蛤蟆村落,梨花,194000.0,66600,
113000132,圓桌武士,需要到“癩蛤蟆洞穴”地區消滅15隻[圓桌武士]。,癩蛤蟆村落,梨花,194000.0,66600,
113000133,神秘的操縱,需要到“癩蛤蟆洞穴”地區消滅收集15個<圓桌武士的盔甲碎片>回來。,癩蛤蟆村落,梨花,194000.0,66600,
113000134,可憐的騎士,需要到“癩蛤蟆洞穴”地區收集15個[圓桌武士]的<盔甲碎片>回來。,癩蛤蟆村落,梨花,194000.0,66600,
113000135,騎士的蹄子,需要到“癩蛤蟆洞穴”地區收集15個[圓桌武士]的<馬蹄>回來。,癩蛤蟆村落,梨花,194000.0,66600,
113000136,悲傷的離別,需消滅15隻位於“癩蛤蟆洞穴”地區的[圓桌武士]。,癩蛤蟆村落,梨花,194000.0,66600,
113000137,殘存的騎士,需要到“癩蛤蟆洞穴”地區收集[圓桌武士]的<馬蹄>15個回來。,癩蛤蟆村落,梨花,194000.0,66600,
113000138,可怕的村長,需要和位元元於“癩蛤蟆村落”的“村長”對話。,癩蛤蟆村落,村長,198000.0,67200,
113000139,癩蛤蟆聚落,需消滅45隻位於“癩蛤蟆聚落”地區的[阿婆人參]。,癩蛤蟆村落,村長,198000.0,67200,
113000140,吃精氣的阿婆人參,需要到“癩蛤蟆聚落”地區消滅35隻[阿婆人參]。,癩蛤蟆村落,村長,198000.0,67200,
113000141,騙術之根,需要到“癩蛤蟆聚落”地區消滅35隻[阿婆人參]。,癩蛤蟆村落,村長,198000.0,67200,
113000142,前往癩蛤蟆聚落,需消滅35隻位於“癩蛤蟆聚落”地區的[阿婆人參]。,癩蛤蟆村落,梨花,396000.0,67200,
