ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810000172,펌프킨,3,30,0,1806.0,50,92,92,92,248,0,95,105,95,105,132,-195,63,0,19,0,0,17,55,70,50,50,50,50,325,150,2,3,15,15,0,0,20,20,26,200,26,200,480,0,0,100,100,0,22,0,0,480,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000173,여왕개미,3,81,0,12394.0,121,272,272,272,758,0,95,105,95,105,132,-800,228,0,57,0,0,43,201,254,50,50,50,50,325,150,2,3,41,41,0,0,20,20,38,200,38,200,1245,0,0,100,100,0,73,0,0,1245,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000174,베어울프,3,27,0,1477.0,46,83,83,83,222,0,95,105,95,105,132,-800,55,0,16,0,0,16,48,62,50,50,50,50,325,150,2,3,14,14,0,0,20,20,25,200,25,200,435,0,0,100,100,0,19,0,0,435,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000175,모울모울,3,26,0,1375.0,44,80,80,80,213,0,95,105,95,105,132,-800,53,0,16,0,0,15,47,59,50,50,50,50,325,150,2,3,13,13,0,0,20,20,25,200,25,200,420,0,0,100,100,0,18,0,0,420,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000176,제천대성,3,34,0,2294.0,56,105,105,105,284,0,95,105,95,105,132,-800,72,0,22,0,0,19,64,80,50,50,50,50,325,150,2,3,17,17,0,0,20,20,26,200,26,200,540,0,0,100,100,0,26,0,0,540,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000177,꽃뱀,3,55,0,5813.0,85,175,175,175,484,0,95,105,95,105,132,-800,131,0,37,0,0,30,115,146,50,50,50,50,325,150,2,3,28,28,0,0,20,20,31,200,31,200,855,0,0,100,100,0,47,0,0,855,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000178,병사개미,3,79,0,11801.0,119,264,264,264,736,0,95,105,95,105,132,-800,219,0,55,0,0,42,194,244,50,50,50,50,325,150,2,3,40,40,0,0,20,20,38,200,38,200,1215,0,0,100,100,0,71,0,0,1215,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000179,고슴이군,9,1,0,3.0,3,13,13,13,13,0,95,105,95,105,132,-800,30,0,34,0,0,55,85,109,50,50,50,0,650,300,2,3,15,15,0,0,20,20,30,200,30,200,780,0,0,100,100,0,42,0,0,500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,0,0,30,0,0,1,0,1
810000180,철왕 고블린,3,80,0,85860.0,85860,468,468,468,468,0,95,105,95,105,156,-800,164,0,56,0,0,212,267,312,50,50,50,0,1625,750,2,3,60,60,0,0,20,20,48,200,48,200,1230,0,0,100,100,0,72,0,0,1200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000181,명왕 고블린,3,85,0,96180.0,96180,502,502,502,502,0,95,105,95,105,156,-800,181,0,60,0,0,225,293,342,50,50,50,0,1625,750,2,3,64,64,0,0,20,20,52,200,52,200,1305,0,0,100,100,0,77,0,0,1275,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000182,머슬링,3,90,0,107085.0,107085,535,535,535,535,27,95,105,95,105,156,-800,200,0,64,0,0,237,321,375,50,50,50,0,1625,750,2,3,68,68,0,0,20,20,52,200,52,200,1380,0,0,100,100,0,82,0,0,1350,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000183,유령주군,3,70,0,66975.0,66975,404,404,404,404,0,95,105,95,105,156,-800,133,0,49,0,0,187,219,256,50,50,50,0,1625,750,2,3,53,53,0,0,20,20,45,200,45,200,1080,0,0,100,100,0,62,0,0,1050,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000184,시노비 마스터,3,49,0,34932.0,34932,278,278,278,278,0,95,105,95,105,180,-800,80,0,33,0,0,135,133,158,50,50,50,0,1625,750,2,3,37,37,0,0,20,20,39,200,39,200,765,0,0,100,100,0,41,0,0,735,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000185,캔서,3,64,0,7813.0,98,207,207,207,575,0,95,105,95,105,132,-800,161,0,44,0,0,34,142,180,50,50,50,50,325,150,2,3,32,32,0,0,20,20,34,200,34,200,990,0,0,100,100,0,56,0,0,990,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000186,캔서렛,3,65,0,8053.0,99,211,211,211,586,0,95,105,95,105,132,-800,165,0,45,0,0,35,146,184,50,50,50,50,325,150,2,3,33,33,0,0,20,20,34,200,34,200,1005,0,0,100,100,0,57,0,0,1005,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000187,씨스타,3,66,0,8297.0,100,215,215,215,596,0,95,105,95,105,132,-800,169,0,46,0,0,35,149,188,50,50,50,50,325,150,2,3,33,33,0,0,20,20,34,200,34,200,1020,0,0,100,100,0,58,0,0,1020,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000188,마운틴 콩,3,74,0,103800.0,112,245,245,245,681,0,95,105,95,105,132,-800,199,0,52,0,0,39,176,222,50,50,50,50,325,150,2,3,37,37,0,0,20,20,36,200,36,200,1140,0,0,100,100,0,66,0,0,1140,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000189,쿠쿠리,3,68,0,8796.0,103,222,222,222,617,0,95,105,95,105,132,-800,176,0,47,0,0,36,155,196,50,50,50,50,325,150,2,3,34,34,0,0,20,20,35,200,35,200,1050,0,0,100,100,0,60,0,0,1050,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000190,우분투 카아,3,74,0,10380.0,112,245,245,245,681,0,95,105,95,105,132,-800,199,0,52,0,0,39,176,222,50,50,50,50,325,150,2,3,37,37,0,0,20,20,36,200,36,200,1140,0,0,100,100,0,66,0,0,1140,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000191,맨티스,3,88,0,10263.0,10263,208,208,208,208,0,95,105,95,105,132,-800,68,0,62,0,0,93,187,241,50,50,50,0,650,300,2,3,26,26,0,0,20,20,52,200,52,200,1350,0,0,100,100,0,80,0,0,880,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000192,우분투 후우,3,72,0,9838.0,109,237,237,237,660,0,95,105,95,105,132,-800,191,0,50,0,0,38,169,213,50,50,50,50,325,150,2,3,36,36,0,0,20,20,36,200,36,200,1110,0,0,100,100,0,64,0,0,1110,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000193,우분투 스이,3,69,0,9051.0,105,226,226,226,628,0,95,105,95,105,132,-800,179,0,48,0,0,37,159,199,50,50,50,50,325,150,2,3,35,35,0,0,20,20,35,200,35,200,1065,0,0,100,100,0,61,0,0,1065,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000194,우분투 치이,3,71,0,9572.0,107,233,233,233,649,0,95,105,95,105,132,-800,187,0,49,0,0,38,165,208,50,50,50,50,325,150,2,3,36,36,0,0,20,20,35,200,35,200,1095,0,0,100,100,0,63,0,0,1095,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000195,하니비 스피어,3,89,0,14914.0,133,304,304,304,849,0,95,105,95,105,132,-165,263,0,63,0,0,47,233,293,50,50,50,50,325,150,2,3,45,45,0,0,20,20,41,200,41,200,1365,0,0,100,100,0,81,0,0,1365,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000196,하니비 보우,3,90,0,15246.0,134,308,308,308,861,0,95,105,95,105,132,-165,269,0,64,0,0,47,238,299,50,50,50,50,325,150,2,3,45,45,0,0,20,20,41,200,41,200,1380,0,0,100,100,0,82,0,0,1380,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000197,워리어 비,3,91,0,15581.0,135,312,312,312,872,0,95,105,95,105,132,-165,273,0,64,0,0,48,242,304,50,50,50,50,325,150,2,3,46,46,0,0,20,20,42,200,42,200,1395,0,0,100,100,0,83,0,0,1395,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000198,퀸 비,3,91,0,155810.0,135,312,312,312,872,0,95,105,95,105,132,-165,273,0,64,0,0,48,242,304,50,50,50,50,325,150,2,3,46,46,0,0,20,20,42,200,42,200,1395,0,0,100,100,0,83,0,0,1395,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,2,1,1
810000199,수레끌던 비틀G,3,6,0,150.0,150,22,22,22,22,0,95,105,95,105,132,-800,5,0,1,0,0,11,11,16,50,50,50,0,650,300,2,3,2,2,0,0,20,20,30,200,30,200,120,0,0,100,100,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000200,호박왕,3,34,0,1743.0,1743,75,75,75,75,0,95,105,95,105,132,-165,17,0,19,0,0,35,46,60,50,50,50,0,650,300,2,3,9,9,0,0,20,20,36,200,36,200,480,0,0,100,100,0,22,0,0,300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000201,덜 죽은 좀비,3,61,0,7113.0,93,196,196,196,544,0,95,105,95,105,132,-800,151,0,42,0,0,33,133,168,50,50,50,50,325,150,2,3,31,31,0,0,20,20,33,200,33,200,945,0,0,100,100,0,53,0,0,945,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000202,음치 산체스,3,52,0,3885.0,3885,118,118,118,118,0,95,105,95,105,132,-800,32,0,35,0,0,57,89,114,50,50,50,0,650,300,2,3,16,16,0,0,20,20,42,200,42,200,810,0,0,100,100,0,44,0,0,520,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000203,낙제 닌자,3,39,0,2010.0,2010,70,70,70,142,0,95,105,95,105,156,-800,22,0,25,0,0,44,62,81,50,50,50,50,650,300,2,3,12,12,0,0,20,20,36,200,36,200,615,0,0,100,100,0,31,0,0,390,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000204,메카프링 제로,3,72,0,7056.0,7056,166,166,166,166,0,95,105,95,105,132,-800,50,0,50,0,0,77,138,178,50,50,50,0,650,300,2,3,22,22,0,0,20,20,48,200,48,200,1110,0,0,100,100,0,64,0,0,720,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000205,벌새,3,75,0,10657.0,113,248,248,248,692,0,95,105,95,105,132,-195,203,0,52,0,0,40,179,226,50,50,50,50,325,150,2,3,38,38,0,0,20,20,37,200,37,200,1155,0,0,100,100,0,67,0,0,1155,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,1,1
810000206,맨트랩,3,77,0,11221.0,116,256,256,256,714,0,95,105,95,105,132,-800,211,0,54,0,0,41,186,235,50,50,50,50,325,150,2,3,39,39,0,0,20,20,37,200,37,200,1185,0,0,100,100,0,69,0,0,1185,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000207,라비♡콩,3,78,0,115090.0,117,260,260,260,725,0,95,105,95,105,132,-800,216,0,55,0,0,41,191,240,50,50,50,50,325,150,2,3,39,39,0,0,20,20,38,200,38,200,1200,0,0,100,100,0,70,0,0,1200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810000208,부쿠리,3,92,0,15919.0,137,316,316,316,884,0,95,105,95,105,132,-800,278,0,65,0,0,48,246,310,50,50,50,50,325,150,2,3,46,46,0,0,20,20,42,200,42,200,1410,0,0,100,100,0,84,0,0,1410,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000209,핫쿠리,3,93,0,16261.0,138,320,320,320,895,0,95,105,95,105,132,-800,283,0,66,0,0,49,250,315,50,50,50,50,325,150,2,3,47,47,0,0,20,20,42,200,42,200,1425,0,0,100,100,0,85,0,0,1425,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000210,픽쿠리,3,94,0,16607.0,140,324,324,324,907,0,95,105,95,105,132,-800,289,0,67,0,0,49,256,321,50,50,50,50,325,150,2,3,47,47,0,0,20,20,43,200,43,200,1440,0,0,100,100,0,86,0,0,1440,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000211,코아,3,94,0,2712038.0,2712038,1126,1126,1126,1126,0,95,105,95,105,0,0,215,0,67,0,0,495,570,629,50,50,50,0,3250,1500,2,3,141,141,0,0,20,20,56,200,56,200,1440,0,0,100,100,0,86,0,0,1410,0,0,0,0,0,0,0,0,0,1600,30,23040505,0,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810000212,디그디그,3,185,0,99951.0,267,765,765,765,2162,0,95,105,95,105,156,-800,1054,0,135,0,0,95,934,1173,50,50,50,50,325,150,2,3,93,93,0,0,20,20,89,200,89,200,2805,0,0,100,100,0,177,0,0,2805,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000213,보쿠보쿠,3,186,0,101171.0,268,770,770,770,2178,0,95,105,95,105,156,-800,1068,0,136,0,0,95,947,1189,50,50,50,50,325,150,2,3,93,93,0,0,20,20,89,200,89,200,2820,0,0,100,100,0,178,0,0,2820,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000214,하니하니,3,187,0,102398.0,270,776,776,776,2193,0,95,105,95,105,156,-800,1081,0,136,0,0,96,958,1203,50,50,50,50,325,150,2,3,94,94,0,0,20,20,90,200,90,200,2835,0,0,100,100,0,179,0,0,2835,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000215,리빙소드,3,194,0,123385.0,280,815,815,815,2306,0,95,105,95,105,156,-800,1178,0,142,0,0,99,1044,1311,50,50,50,50,325,150,2,3,97,97,0,0,20,20,95,200,95,200,2940,0,0,100,100,0,186,0,0,2940,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000216,청건당,3,119,0,12124.0,12124,446,446,446,446,0,95,105,95,105,156,-800,330,0,85,0,0,186,378,466,50,50,50,0,975,450,2,3,54,54,0,0,20,20,64,200,64,200,1815,0,0,100,100,0,111,0,0,1785,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000217,자건당,3,120,0,12320.0,12320,451,451,451,451,0,95,105,95,105,156,-800,117,0,86,0,0,187,385,473,50,50,50,0,975,450,2,3,54,54,0,0,20,20,64,200,64,200,1830,0,0,100,100,0,112,0,0,1200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000218,흑건당,3,121,0,12516.0,12516,455,455,455,455,0,95,105,95,105,156,-800,119,0,87,0,0,189,390,480,50,50,50,0,975,450,2,3,54,54,0,0,20,20,68,200,68,200,1845,0,0,100,100,0,113,0,0,1210,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000219,하트3,3,195,0,124372.0,281,821,821,821,2322,0,95,105,95,105,156,-800,1191,0,142,0,0,100,1056,1326,50,50,50,50,325,150,2,3,98,98,0,0,20,20,96,200,96,200,2955,0,0,100,100,0,187,0,0,2955,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000220,스페이드5,3,196,0,125362.0,282,827,827,827,2339,0,95,105,95,105,156,-800,1207,0,143,0,0,100,1069,1344,50,50,50,50,325,150,2,3,98,98,0,0,20,20,97,200,97,200,2970,0,0,100,100,0,188,0,0,2970,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000221,체커스 나이트,3,197,0,126356.0,284,832,832,832,2355,0,95,105,95,105,156,-800,1220,0,144,0,0,101,1080,1359,50,50,50,50,325,150,2,3,99,99,0,0,20,20,98,200,98,200,2985,0,0,100,100,0,189,0,0,2985,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000222,봉춘식,0,1,0,13065.0,13065,1,242,242,242,0,95,105,95,105,156,-800,84,0,71,0,0,105,1,1,50,50,50,0,650,300,2,3,30,30,0,0,20,20,30,200,30,200,1530,0,0,100,100,0,92,0,0,1000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810000223,좀비 크루,3,71,0,9572.0,107,233,233,233,649,0,95,105,95,105,132,-800,187,0,49,0,0,38,165,208,50,50,50,50,325,150,2,3,36,36,0,0,20,20,35,200,35,200,1095,0,0,100,100,0,63,0,0,1095,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000224,스컬 크루,3,73,0,10107.0,110,241,241,241,671,0,95,105,95,105,132,-800,195,0,51,0,0,39,173,217,50,50,50,50,325,150,2,3,37,37,0,0,20,20,36,200,36,200,1125,0,0,100,100,0,65,0,0,1125,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000225,캡틴 조니,3,72,0,1317208.0,1317208,834,834,834,834,0,95,105,95,105,156,-800,139,0,50,0,0,385,376,416,50,50,50,0,3250,1500,2,3,108,108,0,0,20,20,48,200,48,200,1110,0,0,100,100,0,64,0,0,1080,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810000226,크라켄 다리,3,72,0,669768.0,669768,834,834,834,834,0,95,105,95,105,150,-800,139,0,50,0,0,385,376,416,50,50,50,0,3250,1500,2,3,108,108,0,0,20,20,48,200,48,200,1110,0,0,100,100,0,64,0,0,1080,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,2,1,1
810000227,적건당,3,122,0,38145.0,38145,460,460,460,460,0,95,105,95,105,156,-800,121,0,88,0,0,190,396,488,50,50,50,0,975,450,2,3,55,55,0,0,20,20,68,200,68,200,1860,0,0,100,100,0,114,0,0,1220,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000228,백건당,3,123,0,193728.0,193728,775,775,775,775,0,95,105,95,105,156,-800,352,0,88,0,0,320,547,640,50,50,50,0,1625,750,2,3,92,92,0,0,20,20,68,200,68,200,1875,0,0,100,100,0,115,0,0,1845,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000229,크라켄 머리,3,72,0,846512.0,846512,834,834,834,834,0,95,105,95,105,0,0,139,0,50,0,0,385,376,416,50,50,50,0,3250,1500,2,3,108,108,0,0,20,20,48,200,48,200,1110,0,0,100,100,0,64,0,0,1080,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10009,1,0,0,0,1,0,30,0,0,2,1,1
810000230,대포알,16,1,0,0.0,0,1,1,1,1,0,95,105,95,105,250,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810000231,미믹,3,50,0,3105.0,3105,68,90,180,113,0,95,105,95,105,132,-800,30,0,34,0,0,55,85,109,50,50,50,50,650,300,2,4,15,15,0,0,20,20,39,200,39,200,780,0,0,100,100,0,42,0,0,500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000232,트렌트,3,72,0,9838.0,109,237,237,237,660,0,95,105,95,105,132,-800,191,0,50,0,0,38,169,213,50,50,50,50,325,150,2,3,36,36,0,0,20,20,36,200,36,200,1110,0,0,100,100,0,64,0,0,1110,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000233,멧돼지,3,10,0,238.0,22,33,33,33,80,0,95,105,95,105,132,-800,21,0,4,0,0,7,18,24,50,50,50,50,325,150,2,3,5,5,0,0,20,20,22,200,22,200,180,0,0,100,100,0,2,0,0,180,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000234,그렐,3,1,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000235,스프리간,3,60,0,10086.0,10086,205,205,205,205,0,95,105,95,105,132,-800,38,0,41,0,0,97,130,161,50,50,50,0,975,450,2,3,27,27,0,0,20,20,42,200,42,200,930,0,0,100,100,0,52,0,0,600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000236,미노타우르스,3,103,0,348507.0,348507,939,2000,376,500,0,95,105,95,105,156,-800,327,0,73,0,0,270,400,468,50,50,50,50,1625,750,4,2,120,120,0,0,20,20,60,200,60,200,1575,0,0,100,100,0,95,0,0,1545,0,0,0,0,0,0,0,0,0,1600,30,43006101,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000237,리자드맨,3,1,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000238,자바워크,3,78,0,16377.0,16377,273,273,273,273,0,95,105,95,105,132,-800,158,0,55,0,0,124,189,234,50,50,50,0,975,450,2,3,35,35,0,0,20,20,48,200,48,200,1200,0,0,100,100,0,70,0,0,1170,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000239,우드헤드,3,70,0,9310.0,106,230,230,230,638,0,95,105,95,105,132,-800,183,0,49,0,0,37,162,204,50,50,50,50,325,150,2,3,35,35,0,0,20,20,35,200,35,200,1080,0,0,100,100,0,62,0,0,1080,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000240,트렌치,3,76,0,10937.0,114,252,252,252,703,0,95,105,95,105,132,-800,207,0,53,0,0,40,183,231,50,50,50,50,325,150,2,3,38,38,0,0,20,20,37,200,37,200,1170,0,0,100,100,0,68,0,0,1170,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000241,흰늑대,3,101,0,86046.0,86046,477,1172,1172,293,0,95,105,95,105,156,-800,317,0,72,0,0,159,285,350,50,50,50,50,975,450,4,2,120,120,0,0,20,20,60,200,60,200,1545,0,0,100,100,0,93,0,0,1515,0,0,0,0,0,0,0,0,0,1600,30,43006101,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000242,푸슈훗슈,3,8,0,161.0,19,28,28,28,64,0,95,105,95,105,132,-800,18,0,2,0,0,6,15,20,50,50,50,50,325,150,2,3,4,4,0,0,20,20,21,200,21,200,150,0,0,100,100,0,0,0,0,150,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000243,발롱,3,1,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000244,곤잘레스,3,130,0,41658.0,190,483,483,483,1359,0,95,105,95,105,132,-800,509,0,94,0,0,67,450,567,50,50,50,50,325,150,2,3,65,65,0,0,20,20,57,200,57,200,1980,0,0,100,100,0,122,0,0,1980,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810000245,네즈,3,131,0,42410.0,191,487,487,487,1372,0,95,105,95,105,132,-800,515,0,94,0,0,68,456,574,50,50,50,50,325,150,2,3,66,66,0,0,20,20,57,200,57,200,1995,0,0,100,100,0,123,0,0,1995,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
