ID,强化前,强化后,强化描述,强化材料,成功率(%),是否吃镶嵌加成,手續費
160202303,,,強化後材料會消失,None X1,60,是,0
160202304,,,強化後材料會消失,None X1,60,是,0
160202305,,,強化後材料會消失,None X1,60,是,0
160202306,,,強化後材料會消失,None X1,60,是,0
160202307,,,強化後材料會消失,None X1,60,是,0
160202308,,,強化後材料會消失,None X1,60,是,0
160202309,,,強化後材料會消失,None X1,60,是,0
110196001,,,強化後材料會消失,None X1,60,是,0
110196002,,,強化後材料會消失,None X1,60,是,0
110196003,,,強化後材料會消失,None X1,60,是,0
110196004,,,強化後材料會消失,None X1,60,是,0
110196005,,,強化後材料會消失,None X1,60,是,0
110196006,,,強化後材料會消失,None X1,60,是,0
110196007,,,強化後材料會消失,None X1,60,是,0
110196008,,,強化後材料會消失,None X1,60,是,0
110196009,,,強化後材料會消失,None X1,60,是,0
110196011,,,強化後材料會消失,None X1,60,是,0
110196012,,,強化後材料會消失,None X1,60,是,0
110196013,,,強化後材料會消失,None X1,60,是,0
110196014,,,強化後材料會消失,None X1,60,是,0
110196015,,,強化後材料會消失,None X1,60,是,0
110196016,,,強化後材料會消失,None X1,60,是,0
110196017,,,強化後材料會消失,None X1,60,是,0
110196018,,,強化後材料會消失,None X1,60,是,0
110196019,,,強化後材料會消失,None X1,60,是,0
110196021,,,強化後材料會消失,None X1,60,是,0
110196022,,,強化後材料會消失,None X1,60,是,0
110196023,,,強化後材料會消失,None X1,60,是,0
110196024,,,強化後材料會消失,None X1,60,是,0
110196025,,,強化後材料會消失,None X1,60,是,0
110196026,,,強化後材料會消失,None X1,60,是,0
110196027,,,強化後材料會消失,None X1,60,是,0
110196028,,,強化後材料會消失,None X1,60,是,0
110196029,,,強化後材料會消失,None X1,60,是,0
80503301,和平的武器,和平的武器 +1,強化後材料會消失,和平的武器 X1,50,是,0
80503302,和平的武器 +1,和平的武器 +2,強化後材料會消失,和平的武器 X1,50,是,0
80503303,和平的武器 +2,和平的武器 +3,強化後材料會消失,和平的武器 X1,50,是,0
80503304,和平的武器 +3,和平的武器 +4,強化後材料會消失,和平的武器 X1,50,是,0
80503305,和平的武器 +4,和平的武器 +5,強化後材料會消失,和平的武器 X1,50,是,0
80503306,和平的武器 +5,和平的武器 +6,強化失敗時，數值將以固定機率降低,和平的武器 X1,50,是,0
80503307,和平的武器 +6,和平的武器 +7,強化失敗時，數值將以固定機率降低,和平的武器 X1,50,是,0
80503308,和平的武器 +7,和平的武器 +8,強化失敗時，數值將以固定機率降低,和平的武器 X1,50,是,0
80503309,和平的武器 +8,和平的武器 +9,強化失敗時，數值將以固定機率降低,和平的武器 X1,50,是,0
80503311,淨化的武器,淨化的武器 +1,強化後材料會消失,淨化的武器 X1,50,是,0
80503312,淨化的武器 +1,淨化的武器 +2,強化後材料會消失,淨化的武器 X1,50,是,0
80503313,淨化的武器 +2,淨化的武器 +3,強化後材料會消失,淨化的武器 X1,50,是,0
80503314,淨化的武器 +3,淨化的武器 +4,強化後材料會消失,淨化的武器 X1,50,是,0
80503315,淨化的武器 +4,淨化的武器 +5,強化後材料會消失,淨化的武器 X1,50,是,0
80503316,淨化的武器 +5,淨化的武器 +6,強化失敗時，數值將以固定機率降低,淨化的武器 X1,50,是,0
80503317,淨化的武器 +6,淨化的武器 +7,強化失敗時，數值將以固定機率降低,淨化的武器 X1,50,是,0
80503318,淨化的武器 +7,淨化的武器 +8,強化失敗時，數值將以固定機率降低,淨化的武器 X1,50,是,0
80503319,淨化的武器 +8,淨化的武器 +9,強化失敗時，數值將以固定機率降低,淨化的武器 X1,50,是,0
80503321,墮落的武器,墮落的武器 +1,強化後材料會消失,墮落的武器 X1,50,是,0
80503322,墮落的武器 +1,墮落的武器 +2,強化後材料會消失,墮落的武器 X1,50,是,0
80503323,墮落的武器 +2,墮落的武器 +3,強化後材料會消失,墮落的武器 X1,50,是,0
80503324,墮落的武器 +3,墮落的武器 +4,強化後材料會消失,墮落的武器 X1,50,是,0
80503325,墮落的武器 +4,墮落的武器 +5,強化後材料會消失,墮落的武器 X1,50,是,0
80503326,墮落的武器 +5,墮落的武器 +6,強化失敗時，數值將以固定機率降低,墮落的武器 X1,50,是,0
80503327,墮落的武器 +6,墮落的武器 +7,強化失敗時，數值將以固定機率降低,墮落的武器 X1,50,是,0
80503328,墮落的武器 +7,墮落的武器 +8,強化失敗時，數值將以固定機率降低,墮落的武器 X1,50,是,0
80503329,墮落的武器 +8,墮落的武器 +9,強化失敗時，數值將以固定機率降低,墮落的武器 X1,50,是,0
10320801,(舊)力量的羅馬競技場長拳套,(舊)力量的羅馬競技場長拳套 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
20220801,(舊)力量的羅馬競技場護甲,(舊)力量的羅馬競技場護甲 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
30420801,(舊)力量的羅馬競技場褲裙,(舊)力量的羅馬競技場褲裙 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
70220801,(舊)力量的羅馬競技場靴子,(舊)力量的羅馬競技場靴子 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
90420801,(舊)力量的羅馬競技場頭盔,(舊)力量的羅馬競技場頭盔 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
10320811,(舊)力量的羅馬競技場長拳套 +1,(舊)力量的羅馬競技場長拳套 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
20220811,(舊)力量的羅馬競技場護甲 +1,(舊)力量的羅馬競技場護甲 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
30420811,(舊)力量的羅馬競技場褲裙 +1,(舊)力量的羅馬競技場褲裙 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
70220811,(舊)力量的羅馬競技場靴子 +1,(舊)力量的羅馬競技場靴子 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
90420811,(舊)力量的羅馬競技場頭盔 +1,(舊)力量的羅馬競技場頭盔 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
10320821,(舊)力量的羅馬競技場長拳套 +2,(舊)力量的羅馬競技場長拳套 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
20220821,(舊)力量的羅馬競技場護甲 +2,(舊)力量的羅馬競技場護甲 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
30420821,(舊)力量的羅馬競技場褲裙 +2,(舊)力量的羅馬競技場褲裙 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
70220821,(舊)力量的羅馬競技場靴子 +2,(舊)力量的羅馬競技場靴子 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
90420821,(舊)力量的羅馬競技場頭盔 +2,(舊)力量的羅馬競技場頭盔 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
10320831,(舊)力量的羅馬競技場長拳套 +3,(舊)力量的羅馬競技場長拳套 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
20220831,(舊)力量的羅馬競技場護甲 +3,(舊)力量的羅馬競技場護甲 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
30420831,(舊)力量的羅馬競技場褲裙 +3,(舊)力量的羅馬競技場褲裙 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
70220831,(舊)力量的羅馬競技場靴子 +3,(舊)力量的羅馬競技場靴子 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
90420831,(舊)力量的羅馬競技場頭盔 +3,(舊)力量的羅馬競技場頭盔 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
10320841,(舊)力量的羅馬競技場長拳套 +4,(舊)力量的羅馬競技場長拳套 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
20220841,(舊)力量的羅馬競技場護甲 +4,(舊)力量的羅馬競技場護甲 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
30420841,(舊)力量的羅馬競技場褲裙 +4,(舊)力量的羅馬競技場褲裙 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
70220841,(舊)力量的羅馬競技場靴子 +4,(舊)力量的羅馬競技場靴子 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
90420841,(舊)力量的羅馬競技場頭盔 +4,(舊)力量的羅馬競技場頭盔 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
10320851,(舊)力量的羅馬競技場長拳套 +5,(舊)力量的羅馬競技場長拳套 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
20220851,(舊)力量的羅馬競技場護甲 +5,(舊)力量的羅馬競技場護甲 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
30420851,(舊)力量的羅馬競技場褲裙 +5,(舊)力量的羅馬競技場褲裙 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
70220851,(舊)力量的羅馬競技場靴子 +5,(舊)力量的羅馬競技場靴子 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
90420851,(舊)力量的羅馬競技場頭盔 +5,(舊)力量的羅馬競技場頭盔 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
10320861,(舊)力量的羅馬競技場長拳套 +6,(舊)力量的羅馬競技場長拳套 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
20220861,(舊)力量的羅馬競技場護甲 +6,(舊)力量的羅馬競技場護甲 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
30420861,(舊)力量的羅馬競技場褲裙 +6,(舊)力量的羅馬競技場褲裙 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
70220861,(舊)力量的羅馬競技場靴子 +6,(舊)力量的羅馬競技場靴子 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
90420861,(舊)力量的羅馬競技場頭盔 +6,(舊)力量的羅馬競技場頭盔 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
10320871,(舊)力量的羅馬競技場長拳套 +7,(舊)力量的羅馬競技場長拳套 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
20220871,(舊)力量的羅馬競技場護甲 +7,(舊)力量的羅馬競技場護甲 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
30420871,(舊)力量的羅馬競技場褲裙 +7,(舊)力量的羅馬競技場褲裙 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
70220871,(舊)力量的羅馬競技場靴子 +7,(舊)力量的羅馬競技場靴子 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
90420871,(舊)力量的羅馬競技場頭盔 +7,(舊)力量的羅馬競技場頭盔 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
10320802,(舊)魔力的羅馬競技場長拳套,(舊)魔力的羅馬競技場長拳套 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
20220802,(舊)魔力的羅馬競技場護甲,(舊)魔力的羅馬競技場護甲 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
30420802,(舊)魔力的羅馬競技場褲裙,(舊)魔力的羅馬競技場褲裙 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
70220802,(舊)魔力的羅馬競技場靴子,(舊)魔力的羅馬競技場靴子 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
90420802,(舊)魔力的羅馬競技場頭盔,(舊)魔力的羅馬競技場頭盔 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
10320812,(舊)魔力的羅馬競技場長拳套 +1,(舊)魔力的羅馬競技場長拳套 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
20220812,(舊)魔力的羅馬競技場護甲 +1,(舊)魔力的羅馬競技場護甲 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
30420812,(舊)魔力的羅馬競技場褲裙 +1,(舊)魔力的羅馬競技場褲裙 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
70220812,(舊)魔力的羅馬競技場靴子 +1,(舊)魔力的羅馬競技場靴子 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
90420812,(舊)魔力的羅馬競技場頭盔 +1,(舊)魔力的羅馬競技場頭盔 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
10320822,(舊)魔力的羅馬競技場長拳套 +2,(舊)魔力的羅馬競技場長拳套 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
20220822,(舊)魔力的羅馬競技場護甲 +2,(舊)魔力的羅馬競技場護甲 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
30420822,(舊)魔力的羅馬競技場褲裙 +2,(舊)魔力的羅馬競技場褲裙 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
70220822,(舊)魔力的羅馬競技場靴子 +2,(舊)魔力的羅馬競技場靴子 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
90420822,(舊)魔力的羅馬競技場頭盔 +2,(舊)魔力的羅馬競技場頭盔 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
10320832,(舊)魔力的羅馬競技場長拳套 +3,(舊)魔力的羅馬競技場長拳套 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
20220832,(舊)魔力的羅馬競技場護甲 +3,(舊)魔力的羅馬競技場護甲 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
30420832,(舊)魔力的羅馬競技場褲裙 +3,(舊)魔力的羅馬競技場褲裙 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
70220832,(舊)魔力的羅馬競技場靴子 +3,(舊)魔力的羅馬競技場靴子 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
90420832,(舊)魔力的羅馬競技場頭盔 +3,(舊)魔力的羅馬競技場頭盔 +4,強化後材料會消失,(舊)初級強化石 X4,100,是,0
10320842,(舊)魔力的羅馬競技場長拳套 +4,(舊)魔力的羅馬競技場長拳套 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
20220842,(舊)魔力的羅馬競技場護甲 +4,(舊)魔力的羅馬競技場護甲 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
30420842,(舊)魔力的羅馬競技場褲裙 +4,(舊)魔力的羅馬競技場褲裙 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
70220842,(舊)魔力的羅馬競技場靴子 +4,(舊)魔力的羅馬競技場靴子 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
90420842,(舊)魔力的羅馬競技場頭盔 +4,(舊)魔力的羅馬競技場頭盔 +5,強化後材料會消失,(舊)初級強化石 X5,100,是,0
10320852,(舊)魔力的羅馬競技場長拳套 +5,(舊)魔力的羅馬競技場長拳套 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
20220852,(舊)魔力的羅馬競技場護甲 +5,(舊)魔力的羅馬競技場護甲 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
30420852,(舊)魔力的羅馬競技場褲裙 +5,(舊)魔力的羅馬競技場褲裙 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
70220852,(舊)魔力的羅馬競技場靴子 +5,(舊)魔力的羅馬競技場靴子 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
90420852,(舊)魔力的羅馬競技場頭盔 +5,(舊)魔力的羅馬競技場頭盔 +6,強化後材料會消失,(舊)初級強化石 X6,100,是,0
10320862,(舊)魔力的羅馬競技場長拳套 +6,(舊)魔力的羅馬競技場長拳套 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
20220862,(舊)魔力的羅馬競技場護甲 +6,(舊)魔力的羅馬競技場護甲 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
30420862,(舊)魔力的羅馬競技場褲裙 +6,(舊)魔力的羅馬競技場褲裙 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
70220862,(舊)魔力的羅馬競技場靴子 +6,(舊)魔力的羅馬競技場靴子 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
90420862,(舊)魔力的羅馬競技場頭盔 +6,(舊)魔力的羅馬競技場頭盔 +7,強化後材料會消失,(舊)初級強化石 X7,100,是,0
10320872,(舊)魔力的羅馬競技場長拳套 +7,(舊)魔力的羅馬競技場長拳套 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
20220872,(舊)魔力的羅馬競技場護甲 +7,(舊)魔力的羅馬競技場護甲 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
30420872,(舊)魔力的羅馬競技場褲裙 +7,(舊)魔力的羅馬競技場褲裙 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
70220872,(舊)魔力的羅馬競技場靴子 +7,(舊)魔力的羅馬競技場靴子 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
90420872,(舊)魔力的羅馬競技場頭盔 +7,(舊)魔力的羅馬競技場頭盔 +8,強化後材料會消失,(舊)初級強化石 X8,100,是,0
10320804,(舊)體力的羅馬競技場長拳套,(舊)體力的羅馬競技場長拳套 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
20220804,(舊)體力的羅馬競技場護甲,(舊)體力的羅馬競技場護甲 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
30420804,(舊)體力的羅馬競技場褲裙,(舊)體力的羅馬競技場褲裙 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
70220804,(舊)體力的羅馬競技場靴子,(舊)體力的羅馬競技場靴子 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
90420804,(舊)體力的羅馬競技場頭盔,(舊)體力的羅馬競技場頭盔 +1,強化後材料會消失,(舊)初級強化石 X1,100,是,0
10320814,(舊)體力的羅馬競技場長拳套 +1,(舊)體力的羅馬競技場長拳套 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
20220814,(舊)體力的羅馬競技場護甲 +1,(舊)體力的羅馬競技場護甲 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
30420814,(舊)體力的羅馬競技場褲裙 +1,(舊)體力的羅馬競技場褲裙 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
70220814,(舊)體力的羅馬競技場靴子 +1,(舊)體力的羅馬競技場靴子 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
90420814,(舊)體力的羅馬競技場頭盔 +1,(舊)體力的羅馬競技場頭盔 +2,強化後材料會消失,(舊)初級強化石 X2,100,是,0
10320824,(舊)體力的羅馬競技場長拳套 +2,(舊)體力的羅馬競技場長拳套 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
20220824,(舊)體力的羅馬競技場護甲 +2,(舊)體力的羅馬競技場護甲 +3,強化後材料會消失,(舊)初級強化石 X3,100,是,0
