ID,怪物名稱,怪物類型(?),怪物名稱顯示,HP血條顯示,影子顯示,BOSS血條數
814000000,包袱,3,0,0,1,1
814000001,包袱,3,0,0,1,1
815000101,-,4,1,0,1,1
815000102,-,4,1,0,1,1
815000121,-,4,1,0,1,1
815000122,-,4,1,0,1,1
815000201,-,4,1,0,1,1
815000202,-,4,1,0,1,1
815000301,-,4,1,0,1,1
815000302,-,4,1,0,1,1
815000401,-,4,1,0,1,1
815000402,-,4,1,0,1,1
815000501,-,4,1,0,1,1
815000502,-,4,1,0,1,1
815000503,-,4,1,0,1,1
815000505,-,4,1,0,1,1
815000507,-,4,1,0,1,1
815000508,-,4,1,0,1,1
815000509,-,4,1,0,1,1
815000510,-,4,1,0,1,1
815000511,-,4,1,0,1,1
815000512,-,4,1,0,1,1
815000513,-,4,1,0,1,1
815000514,-,4,1,0,1,1
815000515,-,4,1,0,1,1
815000516,-,4,1,0,1,1
815000517,-,4,1,0,1,1
815000518,-,4,1,0,1,1
815100000,-,4,1,0,0,1
815100001,-,4,1,0,0,1
815100002,-,4,1,0,0,1
815100003,-,4,1,0,0,1
815100004,-,4,1,0,0,1
815100101,-,4,1,0,0,1
815100102,-,4,1,0,0,1
815100201,-,4,1,0,0,1
815100202,-,4,1,0,0,1
815100504,-,4,1,0,0,1
815100506,-,4,1,0,0,1
815100511,-,4,1,0,0,1
815100512,-,4,1,0,0,1
815100513,-,4,1,0,0,1
815100514,-,4,1,0,0,1
815100515,-,4,1,0,0,1
810000370,麥當當叔叔,6,1,1,1,1
810000371,中份套餐怪,1,1,1,1,1
810000372,棋子主教,1,1,1,1,1
810000373,巨人,6,1,1,1,1
810000374,石像巨人,6,1,1,1,1
810000375,金剛巨人,6,1,1,1,1
810000376,喬安潘,1,1,1,1,1
810000377,大份套餐怪,1,1,1,1,1
810090104,地鼠(青)旗幟,1,0,1,1,1
810090105,地鼠(白)旗幟,1,0,1,1,1
810090106,青地鼠,1,0,0,1,1
810090107,白地鼠,1,0,0,1,1
810090108,地鼠傷害(青),1,0,0,1,1
810090109,地鼠傷害(白),1,0,0,1,1
810090110,地鼠獎勵1(青),1,0,0,1,1
810090111,地鼠獎勵1(白),1,0,0,1,1
810090112,青氣球,6,1,0,1,1
810090113,白氣球,6,1,0,1,1
810090114,地鼠歸來,1,0,0,1,1
810090115,葫蘆(青),6,0,1,1,1
810090116,葫蘆(白),6,0,1,1,1
810090117,沙袋,1,0,0,1,1
810090118,葫蘆獎勵1(青),1,0,0,1,1
810090119,葫蘆獎勵1(白),1,0,0,1,1
810090120,青氣球,6,1,0,1,1
810090121,白氣球,6,1,0,1,1
810090122,葫蘆歸還,1,0,0,1,1
810090123,氣球,6,0,0,0,1
810090124,氣球,6,0,0,0,1
810090125,氣球,6,0,0,0,1
810090126,氣球,6,0,0,0,1
810090127,氣球,6,0,0,0,1
810090128,氣球,6,0,0,0,1
810090129,氣球,6,0,0,0,1
810090130,-,1,0,0,1,1
810090131,-,1,0,0,1,1
810090132,鐵突刺,1,0,0,0,1
810090133,禮炮,1,0,0,1,1
810090134,禮炮彈,1,0,0,0,1
810090135,[活動] 耶比妹妹,1,0,0,0,1
810090136,[活動] 耶比妹妹,1,0,0,0,1
810090137,-,1,0,0,0,1
810090138,-,1,0,0,0,1
810000378,河豚,6,1,1,1,1
810000379,藍烏龜,6,1,1,1,1
810000380,人魚公主,6,1,1,1,1
810000381,海豚姑娘,1,1,1,1,1
810000382,震雷卡伊,6,1,1,1,1
810000383,機甲戰士,6,1,1,1,1
810000384,霏霏,6,1,1,1,1
810000385,閃電,6,1,1,1,1
810000386,華爾基莉,6,1,1,1,1
810000387,哄芭芭,6,1,1,1,1
810000388,貞德,6,1,1,1,1
810000389,火焰巨人,6,1,1,1,1
810000390,冰霜巨人,6,1,1,1,1
810000391,芙尼克斯,6,1,1,1,1
812010107,傑尼斯,2,1,1,1,1
812010108,傑尼斯,2,1,1,1,1
812010109,卡特,2,1,1,1,1
810000392,受詛咒的奉,1,1,1,1,1
810000393,受詛咒的春,1,1,1,1,1
810000394,受詛咒的植,6,1,1,1,1
810000395,-,6,0,0,0,1
810000396,科學怪人,6,1,1,1,1
810000397,科學怪人,6,1,1,1,1
810000398,召喚用,1,0,0,0,1
810000399,-,1,0,0,0,1
810000400,-,1,0,0,0,1
810000401,-,1,0,0,0,1
810000402,精英白血球護士,6,1,1,1,1
810000403,-,1,0,0,0,1
810000404,大鐵鍋傷害,1,0,0,0,1
810000405,消滅比佛羅斯特怪物,1,0,0,0,1
812010110,索爾,2,1,1,1,1
812010111,歐羅拉,2,1,1,1,1
812010112,西諾,2,1,1,1,1
812010113,特爾皮特,2,1,1,1,1
812010114,穆基卡,2,1,1,1,1
812010115,露娜,2,1,1,1,1
812010116,科基莉亞,2,1,1,1,1
812010117,阿爾藍,2,1,1,1,1
812010118,查理,2,1,1,1,1
812010119,安妮奧克雷,2,1,1,1,1
812010120,海伊凱爾,2,1,1,1,1
812010121,托勒妮亞,2,1,1,1,1
812010122,龍克斯,2,1,1,1,1
812010123,[活動] 鬼怪,2,1,1,1,1
810000406,Lv.11 耶比妹妹,6,1,1,1,1
810000407,Lv.12 兵蟻G,6,1,1,1,1
810000408,Lv.13 野狗,6,1,1,1,1
810000409,Lv.14 蒼狼,6,1,1,1,1
810000410,Lv.15 灰蟻G,6,1,1,1,1
810000411,Lv.16 青狼,6,1,1,1,1
810000412,Lv.17 小綠龍,1,1,1,1,1
810000413,Lv.18 凶犬,6,1,1,1,1
810000414,Lv.19 野豬,1,1,1,1,1
810000415,Lv.20 醜頭怪,1,1,1,1,1
810000416,Lv.21 黃甲衛兵,6,1,1,1,1
810000417,Lv.22 綠凍凍,1,1,1,1,1
810000418,Lv.23 哥布林,1,1,1,1,1
810000419,Lv.24 毒蟻G,6,1,1,1,1
810000420,Lv.25 奶嘴蠶寶寶,1,1,1,1,1
810000421,Lv.26 挖地鏟工,1,1,1,1,1
810000422,Lv.27 狐狸巡邏兵,6,1,1,1,1
810000423,Lv.28 棕熊,6,1,1,1,1
810000424,Lv.29 圓桌騎士,1,1,1,1,1
810000425,Lv.30 魔王哥布林,1,1,1,1,1
810000426,Lv.31 殭屍耶比弟弟,1,1,1,1,1
810000427,Lv.32 黑熊,6,1,1,1,1
810000428,Lv.33 銀髮天狐,1,1,1,1,1
810000429,Lv.34 蟻后,1,1,1,1,1
810000430,Lv.35 耶比弟弟,6,1,1,1,1
810000431,Lv.36 斯卡魯,1,1,1,1,1
810000432,Lv.37 老虎,6,1,1,1,1
810000433,Lv.38 白蟻G,6,1,1,1,1
810000434,Lv.39 蜜桃怪,6,1,1,1,1
810000435,Lv.40 雪爾奇,6,1,1,1,1
810000436,Lv.41 毛絨球,1,1,1,1,1
810000437,Lv.42 黑虎,6,1,1,1,1
810000438,Lv.43 河童,1,1,1,1,1
810000439,Lv.44 白虎,6,1,1,1,1
810000440,Lv.45 狐狸巡邏兵武士,6,1,1,1,1
810000441,Lv.46 櫻花樹邪靈,1,1,1,1,1
810000442,Lv.47 真．齊天大聖,6,1,1,1,1
810000443,Lv.48 白櫻花樹邪靈,1,1,1,1,1
810000444,Lv.49 紫影忍者,6,1,1,1,1
810000445,Lv.50 大王哥布林,1,1,1,1,1
810000446,Lv.51 花蛇,1,1,1,1,1
810000447,Lv.52 黑影忍者,6,1,1,1,1
810000448,Lv.53 白影忍者,6,1,1,1,1
810000449,Lv.54 機器耶比,1,1,1,1,1
810000450,Lv.55 犬神,1,1,1,1,1
810000451,Lv.56 禿鷲,1,1,1,1,1
810000452,Lv.57 玫瑰凍凍,1,1,1,1,1
810000453,Lv.58 大嘴食人花,1,1,1,1,1
810000454,Lv.59 小紫龍,1,1,1,1,1
810000455,Lv.60 黑月公主,6,1,1,1,1
810000456,Lv.61 劍齒虎,1,1,1,1,1
810000457,Lv.62 耶比哥哥,6,1,1,1,1
810000458,Lv.63 橙凍凍,1,1,1,1,1
810000459,Lv.64 青影忍者,6,1,1,1,1
810000460,Lv.65 刺花美眉,1,1,1,1,1
810000461,Lv.66 殭屍,6,1,1,1,1
810000462,Lv.67 司戴高,1,1,1,1,1
810000463,Lv.68 狂暴沙盜,1,1,1,1,1
810000464,Lv.69 木乃伊殭屍,1,1,1,1,1
810000465,Lv.70 鬼武士,6,1,1,1,1
810000466,Lv.71 骷髏戰士,1,1,1,1,1
810000467,Lv.72 木乃伊耶比,1,1,1,1,1
810000468,Lv.73 吞天獸,1,1,1,1,1
810000469,Lv.74 電鋸狂人,1,1,1,1,1
810000470,Lv.75 蛇女,1,1,1,1,1
810000471,Lv.76 亡靈巫師,1,1,1,1,1
810000472,Lv.77 螳螂怪,1,1,1,1,1
810000473,Lv.78 刺殺者,1,1,1,1,1
810000474,Lv.79 盜賊團,6,1,1,1,1
810000475,Lv.80 強尼船長,1,1,1,1,1
810000476,Lv.81 螃蟹怪,1,1,1,1,1
810000477,Lv.82 紫螃蟹怪,1,1,1,1,1
810000478,Lv.83 海之星,1,1,1,1,1
810000479,Lv.84 野蠻族,1,1,1,1,1
810000480,Lv.85 雜技團,6,1,1,1,1
810000481,Lv.86 骷髏船員,1,1,1,1,1
810000482,Lv.87 匹諾曹,1,1,1,1,1
810000483,Lv.88 機器耶比,1,1,1,1,1
810000484,Lv.89 棕樹爺爺,1,1,1,1,1
810000485,Lv.90 斯諾比王,1,1,1,1,1
810000486,Lv.91 棕樹伯伯,1,1,1,1,1
810000487,Lv.92 綠龍,1,1,1,1,1
810000488,Lv.93 奧利佛砲兵,6,1,1,1,1
810000489,Lv.94 野蠻族飛鏢手,1,1,1,1,1
810000490,Lv.95 野蠻族火炬手,1,1,1,1,1
810000491,Lv.96 飛艇砲兵,6,1,1,1,1
810000492,Lv.97 野蠻族持杖手,1,1,1,1,1
810000493,Lv.98 挖地工頭,1,1,1,1,1
810000494,Lv.99 奧列佛雕像,6,1,1,1,1
810000495,Lv.100 舞扇忍者,6,1,1,1,1
810000496,Lv.101 挖地弟弟,1,1,1,1,1
810000497,Lv.102 挖地妹妹,1,1,1,1,1
810000498,Lv.103 黑桃5,1,1,1,1,1
810000499,Lv.104 行走水母,1,1,1,1,1
810000500,Lv.105 紅心3,1,1,1,1,1
810000501,Lv.106 海馬,1,1,1,1,1
810000502,Lv.107 大眼劍,1,1,1,1,1
810000503,Lv.108 騎士海馬,1,1,1,1,1
810000504,Lv.109 土撥鼠快槍手,1,1,1,1,1
810000505,Lv.110 塔之森林金剛,1,1,1,1,1
810000506,Lv.111 珊瑚獸,1,1,1,1,1
810000507,Lv.112 蒙面仙人掌,1,1,1,1,1
810000508,Lv.113 跳棋騎士,1,1,1,1,1
810000509,Lv.114 響尾蛇姑娘,1,1,1,1,1
810000510,Lv.115 企鵝紳士,6,1,1,1,1
810000511,Lv.116 白狼,6,1,1,1,1
810000512,Lv.117 冰棒棒,1,1,1,1,1
810000513,Lv.118 牛魔王,1,1,1,1,1
810000514,Lv.119 滑雪清道夫,6,1,1,1,1
810000515,Lv.120 塔之吟遊詩人珍,6,1,1,1,1
810000516,Lv.121 冰棒棒(兄),1,1,1,1,1
810000517,Lv.122 春植堡,1,1,1,1,1
810000518,Lv.123 黑巾盜賊,1,1,1,1,1
810000519,Lv.124 白巾盜賊,6,1,1,1,1
810000520,Lv.125 薑餅人,6,1,1,1,1
810000521,Lv.126 青巾盜賊,1,1,1,1,1
810000522,Lv.127 礦場斯卡魯,1,1,1,1,1
810000523,Lv.128 紫巾盜賊,1,1,1,1,1
810000524,Lv.129 小丑,6,1,1,1,1
810000525,Lv.130 金剛芭比,1,1,1,1,1
810000526,Lv.131 醜頭怪,1,1,1,1,1
810000527,Lv.132 魔王哥布林,1,1,1,1,1
810000528,Lv.133 雪爾奇,6,1,1,1,1
810000529,Lv.134 大王哥布林,1,1,1,1,1
810000530,Lv.135 黑月公主,6,1,1,1,1
810000531,Lv.136 吟遊詩人珍,6,1,1,1,1
810000532,Lv.137 強尼船長,1,1,1,1,1
810000533,Lv.138 斯諾比王,1,1,1,1,1
810000534,Lv.139 舞扇忍者,6,1,1,1,1
810000535,Lv.140 塔之憤怒的耶比,6,0,0,0,1
810000536,寶箱,1,0,0,1,1
810000537,寶箱,1,0,0,1,1
810000538,寶箱,1,0,0,1,1
810000539,寶箱,1,0,0,1,1
810000540,寶箱,1,0,0,1,1
810000541,寶箱,1,0,0,1,1
810000542,寶箱,1,0,0,1,1
810000543,寶箱,1,0,0,1,1
810000544,寶箱,1,0,0,1,1
810000545,寶箱,1,0,0,1,1
810000546,寶箱,1,0,0,1,1
810000547,寶箱,1,0,0,1,1
810000548,寶箱,1,0,0,1,1
810000549,寶箱,1,0,0,1,1
810000550,寶箱,1,0,0,1,1
810000551,寶箱,1,0,0,1,1
810000552,寶箱,1,0,0,1,1
810000553,寶箱,1,0,0,1,1
810000554,寶箱,1,0,0,1,1
810000555,寶箱,1,0,0,1,1
810000556,寶箱,1,0,0,1,1
810000557,寶箱,1,0,0,1,1
810000558,寶箱,1,0,0,1,1
810000559,寶箱,1,0,0,1,1
810000560,寶箱,1,0,0,1,1
810000561,寶箱,1,0,0,1,1
815100005,-,4,1,0,0,1
815100006,-,4,1,0,0,1
815000519,-,4,1,0,0,1
815000520,-,4,1,0,0,1
815100516,-,4,1,0,0,1
815100517,-,4,1,0,0,1
810000562,古典的無瞳氣球鬼,6,1,1,1,1
810000563,古典的醬缸怪,6,1,1,1,1
810000564,古典的幽靈狼人,6,1,1,1,1
810000565,古典的紅蓮,6,1,1,1,1
810000566,古典的死靈使者,6,1,1,1,1
810000567,被遺忘的無瞳氣球鬼,6,1,1,1,1
810000568,被遺忘的醬缸怪,6,1,1,1,1
810000569,被遺忘的幽靈狼人,6,1,1,1,1
810000570,被遺忘的紅蓮,6,1,1,1,1
810000571,被遺忘的死靈使者,6,1,1,1,1
810000572,無瞳氣球鬼,6,1,1,1,1
810000573,醬缸怪,6,1,1,1,1
810000574,幽靈狼人,6,1,1,1,1
810000575,紅蓮,6,1,1,1,1
810000576,死靈使者,6,1,1,1,1
810000577,AAAAAAA,1,0,0,0,1
810000578,土塊1,1,0,0,0,1
810000579,土塊1,1,0,0,0,1
810000580,土塊1,1,0,0,0,1
810000581,土塊1,1,0,0,0,1
810000582,土塊1,1,0,0,0,1
810000583,土塊1,1,0,0,0,1
810000584,土塊1,1,0,0,0,1
810000585,土塊1,1,0,0,0,1
810000586,土塊1,1,0,0,0,1
810000587,土塊1,1,0,0,0,1
810000588,土塊1,1,0,0,0,1
810000589,土塊1,1,0,0,0,1
810000590,土塊1,1,0,0,0,1
810000591,土塊1,1,0,0,0,1
810000592,土塊1,1,0,0,0,1
810000593,土塊1,1,0,0,0,1
810000594,土塊1,1,0,0,0,1
810000595,土塊1,1,0,0,0,1
810000596,土塊1,1,0,0,0,1
810000597,超強化桿狀病毒,1,1,1,1,1
812010124,[活動] 鬼怪,2,1,1,1,1
812010125,[活動] 鬼怪,2,1,1,1,1
812010126,[活動] 鬼怪,2,1,1,1,1
812010127,[活動] 鬼怪,2,1,1,1,1
812010128,[活動] 鬼怪,2,1,1,1,1
810000598,惡徒寶石,1,1,1,1,1
810000599,卒兵寶石,1,1,1,1,1
810000600,寶石氣球,6,1,1,1,1
810000601,寶石礦脈,1,0,0,1,1
810000603,大炮1,6,0,0,1,1
810000604,大炮2,6,0,0,1,1
810000605,大炮3,6,0,0,1,1
810000606,大炮4,6,0,0,1,1
810000607,大炮4,6,0,0,1,1
810000608,無敵測試,6,0,0,0,1
810000609,蟲洞測試,1,0,0,0,1
810000610,-,1,0,0,0,1
810000611,打隕石,1,0,0,0,1
810000612,隕石,1,0,0,0,1
812010129,粗糙的隕石2,2,1,1,1,1
812010130,一般寶石2,2,1,1,1,1
812010131,華麗的寶石2,2,1,1,1,1
812010132,粗糙的隕石3,2,1,1,1,1
812010133,一般寶石3,2,1,1,1,1
812010134,華麗的寶石3,2,1,1,1,1
810000613,-,6,0,1,0,1
810000614,-,6,0,1,0,1
810000618,-,6,0,0,0,1
810000619,-,1,0,0,0,1
810000620,-,6,0,0,0,1
812010135,喬安潘,2,1,0,1,1
810000621,科學怪人演出,6,0,0,0,1
810000615,去美國吧,1,0,0,0,1
810000616,去國內吧,1,0,0,0,1
810000617,芙尼克斯的卵,1,0,0,0,1
810000623,耶比妹妹大魔王,1,0,0,0,1
810000622,-,6,0,0,0,1
812010136,喬安潘,2,1,0,1,1
810000624,道具,1,0,0,0,1
810000625,道具,1,0,0,0,1
810000626,導彈軍,1,0,0,0,1
810000627,導彈軍,1,0,0,0,1
810000628,召喚隕石,1,0,0,0,1
815100007,-,4,1,0,0,1
815000521,-,4,1,0,0,1
815100518,-,4,1,0,0,1
810000629,鷹身女妖,1,1,1,1,1
810000630,天雷魔劍,6,1,1,1,1
810000631,狄洛哈,6,1,1,1,1
810000632,拉巴娜,6,1,1,1,1
810000633,乞丐貓,1,1,1,1,1
810000634,莫迪,6,1,1,1,1
810000635,阿婆人蔘,6,1,1,1,1
810000636,不可殺伊,6,1,1,1,1
810000637,[活動] 蘑菇君,1,1,0,0,1
815100008,[寵物] 九尾狐蛋,4,1,0,0,1
815000522,[寵物] 九尾狐幼年,4,1,0,0,1
815000523,[寵物] 九尾狐成年,4,1,0,0,1
815100009,[寵物] 舞扇忍者蛋,4,1,0,0,1
815100507,[寵物] 舞扇忍者幼年,4,1,0,0,1
815000525,[寵物] 舞扇忍者成年,4,1,0,0,1
810000657,獨角蟹,1,1,1,1,1
810000638,山豬,1,1,1,1,1
810000639,巨型野豬,1,1,1,1,1
810000640,天蛾人,1,1,1,1,1
810000641,耶比妹妹,6,0,0,0,1
810000642,耶比妹妹,6,0,0,0,1
810000643,耶比妹妹,1,0,0,0,1
810000644,耶比妹妹,1,0,0,0,1
810000645,耶比妹妹,6,0,0,0,1
810000646,耶比妹妹,6,0,0,0,1
810000647,耶比妹妹,6,0,0,0,1
810000648,耶比妹妹,6,0,0,0,1
810000649,花子,1,1,1,1,1
810000650,食人樹,1,1,1,1,1
810000651,綠蜥蜴人,1,1,1,1,1
810000652,藍豺狼獸,1,1,1,1,1
810000653,綠豺狼獸,1,1,1,1,1
810000654,圓桌武士,1,1,1,1,1
810000655,測試召喚陷阱1,1,1,1,1,1
810000656,測試召喚陷阱2,1,1,1,1,1
812010137,蓮兒,2,1,0,1,1
812010138,芙蓉,2,1,0,1,1
812010139,梨花,2,1,0,1,1
812010140,村長,2,1,0,1,1
812010141,納伊,2,1,0,1,1
812010142,納伊,2,1,0,1,1
810000668,寶箱,1,0,0,0,1
810000669,寶箱,1,0,0,0,1
810000670,寶箱,1,0,0,0,1
810000658,大癩蛤蟆,6,0,0,0,1
810000659,大癩蛤蟆,6,0,0,0,1
810000660,大癩蛤蟆,6,0,0,0,1
810000661,大癩蛤蟆,6,0,0,0,1
810000662,大癩蛤蟆,6,0,0,0,1
810000663,小癩蛤蟆,6,0,0,0,1
810000664,小癩蛤蟆,6,0,0,0,1
810000665,小癩蛤蟆,6,0,0,0,1
810000666,小癩蛤蟆,6,0,0,0,1
810000667,小癩蛤蟆,6,0,0,0,1
810000671,-,1,0,0,0,1
810000672,耶比妹妹,1,1,1,1,1
810000673,混亂的蠟燭燭台On,1,0,0,0,1
810000674,混亂的蠟燭燭台Off,1,0,0,0,1
810000675,混亂的蠟燭燭台缸召喚的怪物,1,0,0,0,1
810000676,秘密的超級瑪琍燭台On,1,0,0,0,1
810000677,秘密的超級瑪琍燭台Off,1,0,0,0,1
810000678,秘密的超級瑪琍蘑菇,1,0,0,0,1
810000679,秘密的超級瑪琍刺蝟,1,0,0,0,1
810000680,石像(西),1,0,0,0,1
810000681,石像(東),1,0,0,0,1
810000682,石像(南),1,0,0,0,1
810000683,石像(北),1,0,0,0,1
810000684,石像1透明,1,0,0,0,1
810000685,石像2透明,1,0,0,0,1
810000686,石像3透明,1,0,0,0,1
810000687,石像4透明,1,0,0,0,1
810000688,石像任務用攻擊,1,0,0,0,1
810000689,石像任務用缸,1,0,0,0,1
810000690,哭泣表情符號怪物,1,0,0,0,1
810000691,生氣怪物,1,0,0,0,1
810000692,否定怪物,1,0,0,0,1
810000693,微笑怪物,1,0,0,0,1
810000694,哭泣表情符號召喚透明,1,0,0,0,1
810000695,召喚透明生氣怪物,1,0,0,0,1
810000696,召喚透明否定怪物,1,0,0,0,1
810000697,召喚透明微笑怪物,1,0,0,0,1
810000698,哭泣表情符號缸,1,0,0,0,1
810000699,生氣怪物缸,1,0,0,0,1
810000700,否定怪物缸,1,0,0,0,1
810000701,微笑怪物缸,1,0,0,0,1
810000702,錯誤圖案石,1,0,0,0,1
810000703,錯誤圖案油燈On,6,0,0,0,1
810000704,錯誤圖案油燈Off,6,0,0,0,1
810000705,骷髏任務沙,1,0,0,0,1
810000706,骷髏一般沙,1,0,0,0,1
810000707,混亂的蠟燭用缸,1,0,0,0,1
810000708,猜謎石像用任務怪物,1,0,0,0,1
810000709,秘密的超級瑪琍毒蘑菇,1,0,0,0,1
810000710,秘密的超級瑪琍醜頭怪,1,0,0,0,1
810000711,青蛙G,6,0,0,1,1
812010143,南瓜燈籠,2,0,0,0,1
812010144,南瓜燈籠,2,0,0,0,1
812010145,南瓜燈籠,2,0,0,0,1
812010146,南瓜燈籠,2,0,0,0,1
810000712,南瓜燈籠,6,1,1,1,1
815100010,[寵物] Pokota蛋,4,1,0,0,1
815000526,[寵物] Pokota幼年,4,1,0,0,1
815100519,[寵物] Pokota成年,4,1,0,0,1
810000713,魚,1,1,1,1,1
812010148,艾薩克,2,1,0,0,1
812010149,莉莉安,2,1,0,0,1
812010147,麗娜尹法斯,2,1,0,1,1
810000714,無線機器,1,1,1,1,1
810000715,帝亞歐,1,1,1,1,1
810000716,mk5,6,1,1,1,1
810000717,零機熊,6,1,1,1,1
810000718,破碎機,6,1,1,1,1
810000719,奧利溫,6,1,1,1,1
810000720,步行者,6,1,1,1,1
810000721,波茲,6,1,1,1,1
810000722,可愛機器人,6,1,1,1,1
810000723,絕對零度,6,1,1,1,1
810000724,裂孔醜頭怪,1,1,1,1,1
810000725,鐵突刺,1,0,0,0,1
810050001,Lv.1 烈火_SMG,1,1,1,1,1
810050002,Lv.2 烈火_SMG,1,1,1,1,1
810050003,Lv.3 烈火_SMG,1,1,1,1,1
810050004,Lv.4 烈火_SMG,1,1,1,1,1
810050005,緩慢_SMG,1,1,1,1,1
810050006,克爾_SMG,1,1,1,1,1
810050007,無敵_SMG,1,1,1,1,1
810050008,Lv.1 爆擊_SMG,1,0,0,1,1
810050009,Lv.1 威力_SMG,1,0,0,1,1
810050010,SP_SMG,1,1,1,1,1
810050011,Lv.5 烈火_SMG,1,1,1,1,1
810050012,Lv.6 烈火_SMG,1,1,1,1,1
810050013,推動_SMG,1,1,1,1,1
812010150,米哥安,2,1,0,1,1
812010151,柯賽兒,2,1,0,1,1
812010152,MD,2,1,0,1,1
812010153,貝勒柯特,2,1,0,1,1
812010154,科洛安,2,1,0,1,1
812010155,普拉烏,2,1,0,1,1
810000726,大王哥布林,1,1,1,1,1
810000727,哥布林,1,1,1,1,1
812010156,愛麗絲,2,1,0,1,1
812010157,雷比,2,1,0,1,1
810050014,Lv.2 爆擊_SMG,1,0,0,1,1
810050015,Lv.2 威力_SMG,1,0,0,1,1
810000728,聖誕醜頭怪,1,1,1,1,1
810000729,聖誕耶比妹妹,1,1,1,1,1
810050016,Lv.7 烈火_SMG,1,1,1,1,1
810050017,Lv.8 烈火_SMG,1,1,1,1,1
810050018,Lv.9 烈火_SMG,1,1,1,1,1
812010158,聖誕愛麗絲,2,1,0,1,1
812010159,雷比魯道夫,2,1,0,1,1
810000744,聖誕樹,1,0,0,1,1
810000730,道具,1,0,0,0,1
810000731,道具,1,0,0,0,1
810000732,道具,1,0,0,0,1
810000733,道具,1,0,0,0,1
810000734,道具,1,0,0,0,1
810000735,-,6,0,0,0,1
810000736,-,1,0,0,0,1
810000737,-,1,0,0,0,1
810000738,-,1,0,0,0,1
810000739,-,1,0,0,0,1
810000740,道具,1,0,0,0,1
810000741,蛇龍巢穴熔岩陷阱,1,0,0,0,1
810000742,道具,1,0,0,0,1
810000743,-,1,0,0,0,1
810000745,小傢夥,1,0,0,0,1
810000746,-,1,0,0,0,1
810000747,-,1,0,0,0,1
810000748,-,1,0,0,0,1
810000749,-,1,0,0,0,1
810000750,-,1,0,0,0,1
810000751,-,1,0,0,0,1
810000752,-,1,0,0,0,1
810000753,-,1,0,0,0,1
810000754,-,1,0,0,0,1
810000755,-,1,0,0,0,1
810000756,-,1,0,0,0,1
810000757,-,1,0,0,0,1
810000758,-,1,0,0,0,1
810000759,-,1,0,0,0,1
810000760,-,1,0,0,0,1
810000761,-,1,0,0,0,1
810000762,-,1,0,0,0,1
810000763,-,1,0,0,0,1
810000764,-,1,0,0,0,1
810000765,-,1,0,0,0,1
815100011,[寵物] 胖熊貓蛋,4,1,0,0,1
815000527,[寵物] 胖熊貓幼年,4,1,0,0,1
815000528,[寵物] 胖熊貓成年,4,1,0,0,1
810000766,法師徒弟,6,1,1,1,1
810000767,吉婕兒,6,1,1,1,1
810000768,胡桃鉗,1,1,1,1,1
810000769,歐備倫＆泰翼娜,6,1,1,1,1
810000770,看不見的人,6,0,1,1,1
810000771,歌劇魅影,6,1,1,1,1
810000772,依萊佳,6,1,1,1,1
810000773,無形者,6,1,1,1,1
810000774,妖娘娘,6,1,1,1,1
810000775,窮奇,6,1,1,1,1
810000776,牡丹燈籠,6,1,1,1,1
810000777,阿修羅王,6,1,1,1,1
810000778,醜頭怪,1,1,1,1,1
810000779,無形者,6,1,1,1,1
810000780,薩伊安貝斯普棋,6,1,1,1,1
812010160,薩伊安貝斯普棋,2,1,1,1,1
812010161,白鶴王子,2,1,1,1,1
812010162,鞋貓,2,1,1,1,1
812010163,寶尼,2,1,1,1,1
812010164,歐備倫＆泰翼娜,2,1,1,1,1
812010165,雀斑少女,2,1,1,1,1
812010166,煙斗先生,2,1,1,1,1
812010167,雙名紳士,2,1,1,1,1
812010168,？？？,2,1,1,1,1
812010169,剪刀手,2,1,1,1,1
812010170,凱內佩,2,1,1,1,1
812010171,正陽子,2,1,1,1,1
812010172,藍采和,2,1,1,1,1
812010173,獅獅,2,1,1,1,1
810000781,-,1,0,0,0,1
810000782,-,1,0,0,0,1
810000783,-,1,0,0,0,1
815100012,[寵物] 胖熊貓蛋,4,1,0,0,1
815000529,[寵物] 胖熊貓成年,4,1,0,0,1
815000530,[寵物] 胖熊貓成年,4,1,0,0,1
812010174,肥肥奉春植,2,1,1,1,1
812010175,腳踏車奉春植,2,1,1,1,1
812010176,瘦巴巴奉春植,2,1,1,1,1
810000784,卡特,6,1,1,1,1
810000785,貝特,6,1,1,1,1
810000786,芬莉勒,6,1,1,1,1
810000787,沃參,6,1,1,1,1
810000788,流浪者沃參,6,1,1,1,1
810000789,柯鬥,6,1,1,1,1
810000790,毒蛇怪,6,1,1,1,1
810000791,謎樣女,6,1,1,1,1
810000792,謎樣男,6,1,1,1,1
810000793,羅基,6,1,1,1,1
810000794,華麗的羅基,6,1,1,1,1
810000795,霍爾,6,1,1,1,1
810000796,奧勒昆,6,1,1,1,1
810000797,奧勒昆,6,1,1,1,50
810000798,奧勒昆,6,1,1,1,50
810000799,奧勒昆,6,1,1,1,50
810000800,塔嵐鬥斯,6,1,1,1,50
810000801,塔嵐鬥斯,6,1,1,1,50
810000802,塔嵐鬥斯,6,1,1,1,50
810000803,塔嵐鬥斯,6,1,1,1,50
810000804,雪麗絲搭,6,1,1,1,50
810000805,雪麗絲搭,6,1,1,1,50
810000806,雪麗絲搭,6,1,1,1,50
810000807,雪麗絲搭,6,1,1,1,50
812010177,莎拉斯芭蒂,2,1,1,1,1
