ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
264,4,Lv4 力量 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
265,4,Lv5 力量 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
266,4,Lv6 力量 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
267,4,Lv7 力量 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
268,4,Lv8 力量 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
269,4,Lv9 力量 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
270,4,Lv10 力量 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
271,4,Lv11 力量 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
272,4,Lv12 力量 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
273,4,Lv13 力量 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
274,4,Lv14 力量 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
275,4,Lv15 力量 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
276,4,Lv16 力量 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
277,4,Lv17 力量 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
278,4,Lv18 力量 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
279,4,Lv19 力量 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
280,4,Lv20 力量 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
281,4,Lv1 幸運 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
282,4,Lv2 幸運 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
283,4,Lv3 幸運 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
284,4,Lv4 幸運 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
285,4,Lv5 幸運 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
286,4,Lv6 幸運 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
287,4,Lv7 幸運 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
288,4,Lv8 幸運 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
289,4,Lv9 幸運 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
290,4,Lv10 幸運 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
291,4,Lv11 幸運 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
292,4,Lv12 幸運 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
293,4,Lv13 幸運 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
294,4,Lv14 幸運 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
295,4,Lv15 幸運 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
296,4,Lv16 幸運 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
297,4,Lv17 幸運 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
298,4,Lv18 幸運 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
299,4,Lv19 幸運 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
300,4,Lv20 幸運 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
301,4,Lv1 魔力 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
302,4,Lv2 魔力 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
303,4,Lv3 魔力 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
304,4,Lv4 魔力 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
305,4,Lv5 魔力 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
306,4,Lv6 魔力 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
307,4,Lv7 魔力 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
308,4,Lv8 魔力 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
309,4,Lv9 魔力 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
310,4,Lv10 魔力 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
311,4,Lv11 魔力 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
312,4,Lv12 魔力 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
313,4,Lv13 魔力 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
314,4,Lv14 魔力 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
315,4,Lv15 魔力 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
316,4,Lv16 魔力 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
317,4,Lv17 魔力 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
318,4,Lv18 魔力 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
319,4,Lv19 魔力 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
320,4,Lv20 魔力 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
321,4,Lv1 體力 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
322,4,Lv2 體力 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
323,4,Lv3 體力 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
324,4,Lv4 體力 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
325,4,Lv5 體力 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
326,4,Lv6 體力 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
327,4,Lv7 體力 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
328,4,Lv8 體力 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
329,4,Lv9 體力 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
330,4,Lv10 體力 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
331,4,Lv11 體力 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
332,4,Lv12 體力 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
333,4,Lv13 體力 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
334,4,Lv14 體力 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
335,4,Lv15 體力 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
336,4,Lv16 體力 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
337,4,Lv17 體力 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
338,4,Lv18 體力 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
339,4,Lv19 體力 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
340,4,Lv20 體力 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
341,4,Lv1 最大 HP %+d,6,13,9,16,鑲嵌拼圖 X1,5,15,10,95,1000
342,4,Lv2 最大 HP %+d,12,26,10,17,鑲嵌拼圖 X1,5,15,10,95,2500
343,4,Lv3 最大 HP %+d,18,41,11,19,鑲嵌拼圖 X1,5,15,10,95,5000
344,4,Lv4 最大 HP %+d,26,58,12,21,鑲嵌拼圖 X1,5,15,10,95,8000
345,4,Lv5 最大 HP %+d,33,76,13,23,鑲嵌拼圖 X1,5,15,10,95,12000
346,4,Lv6 最大 HP %+d,42,96,14,26,鑲嵌拼圖 X1,5,15,10,95,18000
347,4,Lv7 最大 HP %+d,51,118,16,28,鑲嵌拼圖 X1,5,15,10,95,27000
348,4,Lv8 最大 HP %+d,62,142,17,31,鑲嵌拼圖 X1,5,15,10,95,55000
349,4,Lv9 最大 HP %+d,73,168,19,34,鑲嵌拼圖 X1,5,15,10,95,68500
350,4,Lv10 最大 HP %+d,86,197,21,37,鑲嵌拼圖 X1,5,15,10,95,89000
351,4,Lv11 最大 HP %+d,167,194,25,46,鑲嵌拼圖 X1,5,15,-70,70,300000
352,4,Lv12 最大 HP %+d,197,232,30,58,鑲嵌拼圖 X1,5,15,-70,60,500000
353,4,Lv13 最大 HP %+d,233,312,45,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
354,4,Lv14 最大 HP %+d,313,488,100,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
355,4,Lv15 最大 HP %+d,401,664,110,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
356,4,Lv16 最大 HP %+d,497,840,120,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
357,4,Lv17 最大 HP %+d,601,1016,130,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
358,4,Lv18 最大 HP %+d,713,1192,140,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
359,4,Lv19 最大 HP %+d,833,1368,150,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
360,4,Lv20 最大 HP %+d,961,1544,160,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
361,4,Lv1 屬性發生率 %+d％,5,10,5,14,鑲嵌拼圖 X1,5,15,10,95,1000
362,4,Lv2 屬性發生率 %+d％,11,20,6,15,鑲嵌拼圖 X1,5,15,10,95,2500
363,4,Lv3 屬性發生率 %+d％,17,32,6,17,鑲嵌拼圖 X1,5,15,10,95,5000
364,4,Lv4 屬性發生率 %+d％,24,45,7,19,鑲嵌拼圖 X1,5,15,10,95,8000
365,4,Lv5 屬性發生率 %+d％,32,59,8,21,鑲嵌拼圖 X1,5,15,10,95,12000
366,4,Lv6 屬性發生率 %+d％,41,75,9,23,鑲嵌拼圖 X1,5,15,10,95,18000
367,4,Lv7 屬性發生率 %+d％,50,92,9,25,鑲嵌拼圖 X1,5,15,10,95,27000
368,4,Lv8 屬性發生率 %+d％,60,111,10,27,鑲嵌拼圖 X1,5,15,10,95,55000
369,4,Lv9 屬性發生率 %+d％,71,131,11,30,鑲嵌拼圖 X1,5,15,10,95,68500
370,4,Lv10 屬性發生率 %+d％,83,154,12,33,鑲嵌拼圖 X1,5,15,10,95,89000
371,4,Lv11 屬性發生率 %+d％,97,173,14,41,鑲嵌拼圖 X1,5,15,-70,70,300000
372,4,Lv12 屬性發生率 %+d％,114,207,17,52,鑲嵌拼圖 X1,5,15,-70,60,500000
373,4,Lv13 屬性發生率 %+d％,130,258,21,64,特殊鑲嵌拼圖 X1,5,15,-70,50,0
374,4,Lv14 屬性發生率 %+d％,154,338,30,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
375,4,Lv15 屬性發生率 %+d％,182,418,35,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
376,4,Lv16 屬性發生率 %+d％,214,498,40,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
377,4,Lv17 屬性發生率 %+d％,250,578,45,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
378,4,Lv18 屬性發生率 %+d％,290,658,50,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
379,4,Lv19 屬性發生率 %+d％,334,738,55,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
380,4,Lv20 屬性發生率 %+d％,382,818,60,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
381,4,Lv1 防禦力 %+d,3,6,4,7,鑲嵌拼圖 X1,5,15,10,95,1000
382,4,Lv2 防禦力 %+d,5,12,4,8,鑲嵌拼圖 X1,5,15,10,95,2500
383,4,Lv3 防禦力 %+d,8,18,5,8,鑲嵌拼圖 X1,5,15,10,95,5000
384,4,Lv4 防禦力 %+d,11,25,5,9,鑲嵌拼圖 X1,5,15,10,95,8000
385,4,Lv5 防禦力 %+d,15,33,6,10,鑲嵌拼圖 X1,5,15,10,95,12000
386,4,Lv6 防禦力 %+d,18,42,6,11,鑲嵌拼圖 X1,5,15,10,95,18000
387,4,Lv7 防禦力 %+d,23,51,7,12,鑲嵌拼圖 X1,5,15,10,95,27000
388,4,Lv8 防禦力 %+d,27,62,8,14,鑲嵌拼圖 X1,5,15,10,95,55000
389,4,Lv9 防禦力 %+d,32,74,8,15,鑲嵌拼圖 X1,5,15,10,95,68500
390,4,Lv10 防禦力 %+d,38,87,9,17,鑲嵌拼圖 X1,5,15,10,95,89000
391,4,Lv11 防禦力 %+d,73,86,11,21,鑲嵌拼圖 X1,5,15,-70,70,300000
392,4,Lv12 防禦力 %+d,86,104,13,27,鑲嵌拼圖 X1,5,15,-70,60,500000
393,4,Lv13 防禦力 %+d,98,130,16,33,特殊鑲嵌拼圖 X1,5,15,-70,50,0
394,4,Lv14 防禦力 %+d,118,178,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
395,4,Lv15 防禦力 %+d,140,226,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
396,4,Lv16 防禦力 %+d,164,274,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
397,4,Lv17 防禦力 %+d,191,322,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
398,4,Lv18 防禦力 %+d,220,370,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
399,4,Lv19 防禦力 %+d,252,418,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
400,4,Lv20 防禦力 %+d,286,466,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
401,5,Lv1 力量 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
402,5,Lv2 力量 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
403,5,Lv3 力量 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
404,5,Lv4 力量 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
405,5,Lv5 力量 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
406,5,Lv6 力量 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
407,5,Lv7 力量 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
408,5,Lv8 力量 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
409,5,Lv9 力量 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
410,5,Lv10 力量 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
411,5,Lv11 力量 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
412,5,Lv12 力量 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
413,5,Lv13 力量 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
414,5,Lv14 力量 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
415,5,Lv15 力量 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
416,5,Lv16 力量 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
417,5,Lv17 力量 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
418,5,Lv18 力量 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
419,5,Lv19 力量 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
420,5,Lv20 力量 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
421,5,Lv1 幸運 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
422,5,Lv2 幸運 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
423,5,Lv3 幸運 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
424,5,Lv4 幸運 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
425,5,Lv5 幸運 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
426,5,Lv6 幸運 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
427,5,Lv7 幸運 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
428,5,Lv8 幸運 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
429,5,Lv9 幸運 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
430,5,Lv10 幸運 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
431,5,Lv11 幸運 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
432,5,Lv12 幸運 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
433,5,Lv13 幸運 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
434,5,Lv14 幸運 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
435,5,Lv15 幸運 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
436,5,Lv16 幸運 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
437,5,Lv17 幸運 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
438,5,Lv18 幸運 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
439,5,Lv19 幸運 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
440,5,Lv20 幸運 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
441,5,Lv1 魔力 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
442,5,Lv2 魔力 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
443,5,Lv3 魔力 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
444,5,Lv4 魔力 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
445,5,Lv5 魔力 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
446,5,Lv6 魔力 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
447,5,Lv7 魔力 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
448,5,Lv8 魔力 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
449,5,Lv9 魔力 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
450,5,Lv10 魔力 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
451,5,Lv11 魔力 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
452,5,Lv12 魔力 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
453,5,Lv13 魔力 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
454,5,Lv14 魔力 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
455,5,Lv15 魔力 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
456,5,Lv16 魔力 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
457,5,Lv17 魔力 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
458,5,Lv18 魔力 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
459,5,Lv19 魔力 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
460,5,Lv20 魔力 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
461,5,Lv1 體力 %+d,1,2,1,3,鑲嵌拼圖 X1,5,15,10,95,1000
462,5,Lv2 體力 %+d,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
463,5,Lv3 體力 %+d,3,7,2,3,鑲嵌拼圖 X1,5,15,10,95,5000
464,5,Lv4 體力 %+d,4,10,2,4,鑲嵌拼圖 X1,5,15,10,95,8000
465,5,Lv5 體力 %+d,5,13,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
466,5,Lv6 體力 %+d,6,16,2,5,鑲嵌拼圖 X1,5,15,10,95,18000
467,5,Lv7 體力 %+d,8,20,2,5,鑲嵌拼圖 X1,5,15,10,95,27000
468,5,Lv8 體力 %+d,9,24,3,5,鑲嵌拼圖 X1,5,15,10,95,55000
469,5,Lv9 體力 %+d,11,28,3,6,鑲嵌拼圖 X1,5,15,10,95,68500
470,5,Lv10 體力 %+d,13,33,3,7,鑲嵌拼圖 X1,5,15,10,95,89000
471,5,Lv11 體力 %+d,25,36,3,8,鑲嵌拼圖 X1,5,15,-70,70,300000
472,5,Lv12 體力 %+d,29,43,4,10,鑲嵌拼圖 X1,5,15,-70,60,500000
473,5,Lv13 體力 %+d,34,55,7,15,特殊鑲嵌拼圖 X1,5,15,-70,50,0
474,5,Lv14 體力 %+d,46,87,15,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
475,5,Lv15 體力 %+d,59,119,17,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
476,5,Lv16 體力 %+d,74,151,19,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
477,5,Lv17 體力 %+d,90,183,21,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
478,5,Lv18 體力 %+d,108,215,23,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
479,5,Lv19 體力 %+d,128,247,25,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
480,5,Lv20 體力 %+d,149,279,27,40,特殊鑲嵌拼圖 X1,5,15,-70,50,0
481,5,Lv1 最大 HP %+d,6,13,9,16,鑲嵌拼圖 X1,5,15,10,95,1000
482,5,Lv2 最大 HP %+d,12,26,10,17,鑲嵌拼圖 X1,5,15,10,95,2500
483,5,Lv3 最大 HP %+d,18,41,11,19,鑲嵌拼圖 X1,5,15,10,95,5000
484,5,Lv4 最大 HP %+d,26,58,12,21,鑲嵌拼圖 X1,5,15,10,95,8000
485,5,Lv5 最大 HP %+d,33,76,13,23,鑲嵌拼圖 X1,5,15,10,95,12000
486,5,Lv6 最大 HP %+d,42,96,14,26,鑲嵌拼圖 X1,5,15,10,95,18000
487,5,Lv7 最大 HP %+d,51,118,16,28,鑲嵌拼圖 X1,5,15,10,95,27000
488,5,Lv8 最大 HP %+d,62,142,17,31,鑲嵌拼圖 X1,5,15,10,95,55000
489,5,Lv9 最大 HP %+d,73,168,19,34,鑲嵌拼圖 X1,5,15,10,95,68500
490,5,Lv10 最大 HP %+d,86,197,21,37,鑲嵌拼圖 X1,5,15,10,95,89000
491,5,Lv11 最大 HP %+d,167,194,25,46,鑲嵌拼圖 X1,5,15,-70,70,300000
492,5,Lv12 最大 HP %+d,197,232,30,58,鑲嵌拼圖 X1,5,15,-70,60,500000
493,5,Lv13 最大 HP %+d,233,312,45,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
494,5,Lv14 最大 HP %+d,313,488,100,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
495,5,Lv15 最大 HP %+d,401,664,110,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
496,5,Lv16 最大 HP %+d,497,840,120,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
497,5,Lv17 最大 HP %+d,601,1016,130,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
498,5,Lv18 最大 HP %+d,713,1192,140,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
499,5,Lv19 最大 HP %+d,833,1368,150,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
500,5,Lv20 最大 HP %+d,961,1544,160,220,特殊鑲嵌拼圖 X1,5,15,-70,50,0
501,5,Lv1 屬性發生率 %+d％,5,10,5,14,鑲嵌拼圖 X1,5,15,10,95,1000
502,5,Lv2 屬性發生率 %+d％,11,20,6,15,鑲嵌拼圖 X1,5,15,10,95,2500
503,5,Lv3 屬性發生率 %+d％,17,32,6,17,鑲嵌拼圖 X1,5,15,10,95,5000
504,5,Lv4 屬性發生率 %+d％,24,45,7,19,鑲嵌拼圖 X1,5,15,10,95,8000
505,5,Lv5 屬性發生率 %+d％,32,59,8,21,鑲嵌拼圖 X1,5,15,10,95,12000
506,5,Lv6 屬性發生率 %+d％,41,75,9,23,鑲嵌拼圖 X1,5,15,10,95,18000
507,5,Lv7 屬性發生率 %+d％,50,92,9,25,鑲嵌拼圖 X1,5,15,10,95,27000
508,5,Lv8 屬性發生率 %+d％,60,111,10,27,鑲嵌拼圖 X1,5,15,10,95,55000
509,5,Lv9 屬性發生率 %+d％,71,131,11,30,鑲嵌拼圖 X1,5,15,10,95,68500
510,5,Lv10 屬性發生率 %+d％,83,154,12,33,鑲嵌拼圖 X1,5,15,10,95,89000
511,5,Lv11 屬性發生率 %+d％,97,173,14,41,鑲嵌拼圖 X1,5,15,-70,70,300000
512,5,Lv12 屬性發生率 %+d％,114,207,17,52,鑲嵌拼圖 X1,5,15,-70,60,500000
513,5,Lv13 屬性發生率 %+d％,130,258,21,64,特殊鑲嵌拼圖 X1,5,15,-70,50,0
514,5,Lv14 屬性發生率 %+d％,154,338,30,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
515,5,Lv15 屬性發生率 %+d％,182,418,35,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
516,5,Lv16 屬性發生率 %+d％,214,498,40,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
517,5,Lv17 屬性發生率 %+d％,250,578,45,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
518,5,Lv18 屬性發生率 %+d％,290,658,50,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
519,5,Lv19 屬性發生率 %+d％,334,738,55,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
520,5,Lv20 屬性發生率 %+d％,382,818,60,100,特殊鑲嵌拼圖 X1,5,15,-70,50,0
521,5,Lv1 防禦力 %+d,3,6,4,7,鑲嵌拼圖 X1,5,15,10,95,1000
522,5,Lv2 防禦力 %+d,5,12,4,8,鑲嵌拼圖 X1,5,15,10,95,2500
523,5,Lv3 防禦力 %+d,8,18,5,8,鑲嵌拼圖 X1,5,15,10,95,5000
524,5,Lv4 防禦力 %+d,11,25,5,9,鑲嵌拼圖 X1,5,15,10,95,8000
525,5,Lv5 防禦力 %+d,15,33,6,10,鑲嵌拼圖 X1,5,15,10,95,12000
526,5,Lv6 防禦力 %+d,18,42,6,11,鑲嵌拼圖 X1,5,15,10,95,18000
527,5,Lv7 防禦力 %+d,23,51,7,12,鑲嵌拼圖 X1,5,15,10,95,27000
528,5,Lv8 防禦力 %+d,27,62,8,14,鑲嵌拼圖 X1,5,15,10,95,55000
529,5,Lv9 防禦力 %+d,32,74,8,15,鑲嵌拼圖 X1,5,15,10,95,68500
530,5,Lv10 防禦力 %+d,38,87,9,17,鑲嵌拼圖 X1,5,15,10,95,89000
