ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
583,Lv.13 魔力 %+d,Lv.13 魔力 %+d∼%+d,0,500,13,1,22,-103,-32,-16,-8
584,Lv.14 魔力 %+d,Lv.14 魔力 %+d∼%+d,0,500,14,1,22,-122,-39,-19,-10
585,Lv.15 魔力 %+d,Lv.15 魔力 %+d∼%+d,0,500,15,1,22,-144,-47,-22,-12
590,Lv.16 魔力 %+d,Lv.16 魔力 %+d∼%+d,0,500,16,1,22,74,151,19,40
591,Lv.17 魔力 %+d,Lv.17 魔力 %+d∼%+d,0,500,17,1,22,90,183,21,40
592,Lv.18 魔力 %+d,Lv.18 魔力 %+d∼%+d,0,500,18,1,22,108,215,23,40
593,Lv.19 魔力 %+d,Lv.19 魔力 %+d∼%+d,0,500,19,1,22,128,247,25,40
594,Lv.20 魔力 %+d,Lv.20 魔力 %+d∼%+d,0,500,20,1,22,149,279,27,40
595,Lv.16 魔力 %+d,Lv.16 魔力 %+d∼%+d,0,500,16,1,22,114,218,31,60
596,Lv.17 魔力 %+d,Lv.17 魔力 %+d∼%+d,0,500,17,1,22,141,266,34,60
597,Lv.18 魔力 %+d,Lv.18 魔力 %+d∼%+d,0,500,18,1,22,170,314,37,60
598,Lv.19 魔力 %+d,Lv.19 魔力 %+d∼%+d,0,500,19,1,22,202,362,40,60
599,Lv.20 魔力 %+d,Lv.20 魔力 %+d∼%+d,0,500,20,1,22,236,410,43,60
701,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,1,2,1,3
702,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,2,4,1,3
703,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,3,7,2,3
704,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,4,10,2,4
705,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,5,13,2,4
706,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,6,16,2,5
707,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,8,20,2,5
708,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,9,24,3,5
709,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,11,28,3,6
710,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,13,33,3,7
711,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,1,3,1,5
712,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,2,6,1,5
713,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,4,11,2,5
714,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,6,15,2,6
715,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,8,20,2,6
716,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,10,24,2,8
717,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,12,30,2,8
718,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,15,36,3,8
719,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,18,42,3,9
720,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,21,50,3,11
721,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,2,3,2,4
722,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,3,6,2,4
723,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,4,9,2,4
724,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,5,13,2,5
725,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,7,17,3,5
726,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,9,21,3,6
727,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,11,26,3,6
728,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,12,31,3,7
729,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,15,37,4,8
730,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,17,43,4,9
731,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,2,5,2,6
732,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,4,9,2,6
733,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,6,14,2,6
734,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,8,20,2,8
735,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,11,26,3,8
736,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,14,32,3,9
737,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,17,39,3,9
738,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,20,47,3,11
739,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,24,56,4,12
740,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,28,65,4,14
741,Lv.11 體力 %+d,Lv.11 體力 %+d∼%+d,0,700,11,1,26,25,36,3,8
742,Lv.12 體力 %+d,Lv.12 體力 %+d∼%+d,0,700,12,1,26,29,43,4,10
743,Lv.13 體力 %+d,Lv.13 體力 %+d∼%+d,0,700,13,1,26,34,55,7,15
744,Lv.14 體力 %+d,Lv.14 體力 %+d∼%+d,0,700,14,1,26,46,87,15,40
745,Lv.15 體力 %+d,Lv.15 體力 %+d∼%+d,0,700,15,1,26,59,119,17,40
746,Lv.11 體力 %+d,Lv.11 體力 %+d∼%+d,0,700,11,1,26,33,45,5,11
747,Lv.12 體力 %+d,Lv.12 體力 %+d∼%+d,0,700,12,1,26,39,54,6,14
748,Lv.13 體力 %+d,Lv.13 體力 %+d∼%+d,0,700,13,1,26,48,74,12,25
749,Lv.14 體力 %+d,Lv.14 體力 %+d∼%+d,0,700,14,1,26,68,122,25,60
750,Lv.15 體力 %+d,Lv.15 體力 %+d∼%+d,0,700,15,1,26,90,170,28,60
751,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,-3,-2,-3,-1
752,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,-6,-5,-3,-2
753,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,-10,-8,-4,-2
754,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,-14,-11,-4,-2
755,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,-19,-14,-5,-2
756,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,-24,-18,-5,-2
757,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,-29,-22,-5,-3
758,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,-35,-26,-6,-3
759,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,-42,-31,-7,-3
760,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,-49,-36,-7,-3
761,Lv.11 體力 %+d,Lv.11 體力 %+d∼%+d,0,700,11,1,26,-57,-18,-8,-4
762,Lv.12 體力 %+d,Lv.12 體力 %+d∼%+d,0,700,12,1,26,-67,-21,-10,-5
763,Lv.13 體力 %+d,Lv.13 體力 %+d∼%+d,0,700,13,1,26,-79,-25,-12,-6
764,Lv.14 體力 %+d,Lv.14 體力 %+d∼%+d,0,700,14,1,26,-94,-30,-15,-7
765,Lv.15 體力 %+d,Lv.15 體力 %+d∼%+d,0,700,15,1,26,-111,-36,-17,-9
771,Lv.1 體力 %+d,Lv.1 體力 %+d∼%+d,0,700,1,1,26,-4,-3,-4,-2
772,Lv.2 體力 %+d,Lv.2 體力 %+d∼%+d,0,700,2,1,26,-8,-6,-4,-2
773,Lv.3 體力 %+d,Lv.3 體力 %+d∼%+d,0,700,3,1,26,-13,-10,-5,-2
774,Lv.4 體力 %+d,Lv.4 體力 %+d∼%+d,0,700,4,1,26,-18,-14,-5,-3
775,Lv.5 體力 %+d,Lv.5 體力 %+d∼%+d,0,700,5,1,26,-24,-18,-6,-3
776,Lv.6 體力 %+d,Lv.6 體力 %+d∼%+d,0,700,6,1,26,-30,-23,-6,-3
777,Lv.7 體力 %+d,Lv.7 體力 %+d∼%+d,0,700,7,1,26,-37,-28,-7,-3
778,Lv.8 體力 %+d,Lv.8 體力 %+d∼%+d,0,700,8,1,26,-45,-34,-8,-4
779,Lv.9 體力 %+d,Lv.9 體力 %+d∼%+d,0,700,9,1,26,-54,-40,-9,-4
780,Lv.10 體力 %+d,Lv.10 體力 %+d∼%+d,0,700,10,1,26,-63,-47,-9,-4
781,Lv.11 體力 %+d,Lv.11 體力 %+d∼%+d,0,700,11,1,26,-74,-23,-11,-5
782,Lv.12 體力 %+d,Lv.12 體力 %+d∼%+d,0,700,12,1,26,-87,-27,-13,-6
783,Lv.13 體力 %+d,Lv.13 體力 %+d∼%+d,0,700,13,1,26,-103,-32,-16,-8
784,Lv.14 體力 %+d,Lv.14 體力 %+d∼%+d,0,700,14,1,26,-122,-39,-19,-10
785,Lv.15 體力 %+d,Lv.15 體力 %+d∼%+d,0,700,15,1,26,-144,-47,-22,-12
790,Lv.16 體力 %+d,Lv.16 體力 %+d∼%+d,0,700,16,1,26,74,151,19,40
791,Lv.17 體力 %+d,Lv.17 體力 %+d∼%+d,0,700,17,1,26,90,183,21,40
792,Lv.18 體力 %+d,Lv.18 體力 %+d∼%+d,0,700,18,1,26,108,215,23,40
793,Lv.19 體力 %+d,Lv.19 體力 %+d∼%+d,0,700,19,1,26,128,247,25,40
794,Lv.20 體力 %+d,Lv.20 體力 %+d∼%+d,0,700,20,1,26,149,279,27,40
795,Lv.16 體力 %+d,Lv.16 體力 %+d∼%+d,0,700,16,1,26,114,218,31,60
796,Lv.17 體力 %+d,Lv.17 體力 %+d∼%+d,0,700,17,1,26,141,266,34,60
797,Lv.18 體力 %+d,Lv.18 體力 %+d∼%+d,0,700,18,1,26,170,314,37,60
798,Lv.19 體力 %+d,Lv.19 體力 %+d∼%+d,0,700,19,1,26,202,362,40,60
799,Lv.20 體力 %+d,Lv.20 體力 %+d∼%+d,0,700,20,1,26,236,410,43,60
901,Lv.1 HP上限 %+d,Lv.1 HP上限 %+d∼%+d,0,900,1,1,30,6,13,9,16
902,Lv.2 HP上限 %+d,Lv.2 HP上限 %+d∼%+d,0,900,2,1,30,12,26,10,17
903,Lv.3 HP上限 %+d,Lv.3 HP上限 %+d∼%+d,0,900,3,1,30,18,41,11,19
904,Lv.4 HP上限 %+d,Lv.4 HP上限 %+d∼%+d,0,900,4,1,30,26,58,12,21
905,Lv.5 HP上限 %+d,Lv.5 HP上限 %+d∼%+d,0,900,5,1,30,33,76,13,23
906,Lv.6 HP上限 %+d,Lv.6 HP上限 %+d∼%+d,0,900,6,1,30,42,96,14,26
907,Lv.7 HP上限 %+d,Lv.7 HP上限 %+d∼%+d,0,900,7,1,30,51,118,16,28
908,Lv.8 HP上限 %+d,Lv.8 HP上限 %+d∼%+d,0,900,8,1,30,62,142,17,31
909,Lv.9 HP上限 %+d,Lv.9 HP上限 %+d∼%+d,0,900,9,1,30,73,168,19,34
910,Lv.10 HP上限 %+d,Lv.10 HP上限 %+d∼%+d,0,900,10,1,30,86,197,21,37
911,Lv.1 HP上限 %+d,Lv.1 HP上限 %+d∼%+d,0,900,1,1,30,9,20,9,24
912,Lv.2 HP上限 %+d,Lv.2 HP上限 %+d∼%+d,0,900,2,1,30,19,39,10,26
913,Lv.3 HP上限 %+d,Lv.3 HP上限 %+d∼%+d,0,900,3,1,30,30,62,11,29
914,Lv.4 HP上限 %+d,Lv.4 HP上限 %+d∼%+d,0,900,4,1,30,42,87,12,32
915,Lv.5 HP上限 %+d,Lv.5 HP上限 %+d∼%+d,0,900,5,1,30,55,114,13,35
916,Lv.6 HP上限 %+d,Lv.6 HP上限 %+d∼%+d,0,900,6,1,30,69,144,14,39
917,Lv.7 HP上限 %+d,Lv.7 HP上限 %+d∼%+d,0,900,7,1,30,85,177,16,42
918,Lv.8 HP上限 %+d,Lv.8 HP上限 %+d∼%+d,0,900,8,1,30,102,213,17,47
919,Lv.9 HP上限 %+d,Lv.9 HP上限 %+d∼%+d,0,900,9,1,30,121,252,19,51
920,Lv.10 HP上限 %+d,Lv.10 HP上限 %+d∼%+d,0,900,10,1,30,142,296,21,56
941,Lv.11 HP上限 %+d,Lv.11 HP上限 %+d∼%+d,0,900,11,1,30,167,194,25,46
942,Lv.12 HP上限 %+d,Lv.12 HP上限 %+d∼%+d,0,900,12,1,30,197,232,30,58
943,Lv.13 HP上限 %+d,Lv.13 HP上限 %+d∼%+d,0,900,13,1,30,233,312,45,100
944,Lv.14 HP上限 %+d,Lv.14 HP上限 %+d∼%+d,0,900,14,1,30,313,488,100,220
945,Lv.15 HP上限 %+d,Lv.15 HP上限 %+d∼%+d,0,900,15,1,30,401,664,110,220
951,Lv.1 HP上限 %+d,Lv.1 HP上限 %+d∼%+d,0,900,1,1,30,-17,-14,-17,-10
952,Lv.2 HP上限 %+d,Lv.2 HP上限 %+d∼%+d,0,900,2,1,30,-36,-29,-19,-11
953,Lv.3 HP上限 %+d,Lv.3 HP上限 %+d∼%+d,0,900,3,1,30,-57,-45,-21,-12
954,Lv.4 HP上限 %+d,Lv.4 HP上限 %+d∼%+d,0,900,4,1,30,-80,-63,-23,-13
955,Lv.5 HP上限 %+d,Lv.5 HP上限 %+d∼%+d,0,900,5,1,30,-106,-83,-26,-14
956,Lv.6 HP上限 %+d,Lv.6 HP上限 %+d∼%+d,0,900,6,1,30,-134,-105,-28,-16
957,Lv.7 HP上限 %+d,Lv.7 HP上限 %+d∼%+d,0,900,7,1,30,-165,-129,-31,-17
958,Lv.8 HP上限 %+d,Lv.8 HP上限 %+d∼%+d,0,900,8,1,30,-199,-156,-34,-19
959,Lv.9 HP上限 %+d,Lv.9 HP上限 %+d∼%+d,0,900,9,1,30,-236,-185,-37,-21
960,Lv.10 HP上限 %+d,Lv.10 HP上限 %+d∼%+d,0,900,10,1,30,-277,-217,-41,-23
961,Lv.11 HP上限 %+d,Lv.11 HP上限 %+d∼%+d,0,900,11,1,30,-326,-121,-49,-29
962,Lv.12 HP上限 %+d,Lv.12 HP上限 %+d∼%+d,0,900,12,1,30,-385,-144,-59,-36
963,Lv.13 HP上限 %+d,Lv.13 HP上限 %+d∼%+d,0,900,13,1,30,-456,-173,-71,-45
964,Lv.14 HP上限 %+d,Lv.14 HP上限 %+d∼%+d,0,900,14,1,30,-541,-210,-85,-56
965,Lv.15 HP上限 %+d,Lv.15 HP上限 %+d∼%+d,0,900,15,1,30,-643,-255,-102,-70
990,Lv.16 HP上限 %+d,Lv.16 HP上限 %+d∼%+d,0,900,16,1,30,497,840,120,220
991,Lv.17 HP上限 %+d,Lv.17 HP上限 %+d∼%+d,0,900,17,1,30,601,1016,130,220
992,Lv.18 HP上限 %+d,Lv.18 HP上限 %+d∼%+d,0,900,18,1,30,713,1192,140,220
993,Lv.19 HP上限 %+d,Lv.19 HP上限 %+d∼%+d,0,900,19,1,30,833,1368,150,220
994,Lv.20 HP上限 %+d,Lv.20 HP上限 %+d∼%+d,0,900,20,1,30,961,1544,160,220
1101,Lv.1 SP上限 %+d,Lv.1 SP上限 %+d∼%+d,0,1100,1,1,34,4,8,6,9
1102,Lv.2 SP上限 %+d,Lv.2 SP上限 %+d∼%+d,0,1100,2,1,34,8,16,7,10
1103,Lv.3 SP上限 %+d,Lv.3 SP上限 %+d∼%+d,0,1100,3,1,34,12,25,7,11
1104,Lv.4 SP上限 %+d,Lv.4 SP上限 %+d∼%+d,0,1100,4,1,34,17,35,8,12
1105,Lv.5 SP上限 %+d,Lv.5 SP上限 %+d∼%+d,0,1100,5,1,34,23,47,9,14
1106,Lv.6 SP上限 %+d,Lv.6 SP上限 %+d∼%+d,0,1100,6,1,34,29,59,10,15
1107,Lv.7 SP上限 %+d,Lv.7 SP上限 %+d∼%+d,0,1100,7,1,34,35,73,11,17
1108,Lv.8 SP上限 %+d,Lv.8 SP上限 %+d∼%+d,0,1100,8,1,34,42,88,12,18
1109,Lv.9 SP上限 %+d,Lv.9 SP上限 %+d∼%+d,0,1100,9,1,34,50,105,13,20
1110,Lv.10 SP上限 %+d,Lv.10 SP上限 %+d∼%+d,0,1100,10,1,34,59,123,15,22
1111,Lv.1 SP上限 %+d,Lv.1 SP上限 %+d∼%+d,0,1100,1,1,34,6,12,6,14
1112,Lv.2 SP上限 %+d,Lv.2 SP上限 %+d∼%+d,0,1100,2,1,34,13,24,7,15
1113,Lv.3 SP上限 %+d,Lv.3 SP上限 %+d∼%+d,0,1100,3,1,34,20,38,7,17
1114,Lv.4 SP上限 %+d,Lv.4 SP上限 %+d∼%+d,0,1100,4,1,34,28,53,8,18
1115,Lv.5 SP上限 %+d,Lv.5 SP上限 %+d∼%+d,0,1100,5,1,34,37,71,9,21
1116,Lv.6 SP上限 %+d,Lv.6 SP上限 %+d∼%+d,0,1100,6,1,34,47,89,10,23
1117,Lv.7 SP上限 %+d,Lv.7 SP上限 %+d∼%+d,0,1100,7,1,34,58,110,11,26
1118,Lv.8 SP上限 %+d,Lv.8 SP上限 %+d∼%+d,0,1100,8,1,34,70,132,12,27
1119,Lv.9 SP上限 %+d,Lv.9 SP上限 %+d∼%+d,0,1100,9,1,34,83,158,13,30
1120,Lv.10 SP上限 %+d,Lv.10 SP上限 %+d∼%+d,0,1100,10,1,34,98,185,15,33
1141,Lv.11 SP上限 %+d,Lv.11 SP上限 %+d∼%+d,0,1100,11,1,34,69,147,18,28
1142,Lv.12 SP上限 %+d,Lv.12 SP上限 %+d∼%+d,0,1100,12,1,34,82,175,22,34
1143,Lv.13 SP上限 %+d,Lv.13 SP上限 %+d∼%+d,0,1100,13,1,34,103,223,27,60
1144,Lv.14 SP上限 %+d,Lv.14 SP上限 %+d∼%+d,0,1100,14,1,34,151,335,60,140
1145,Lv.15 SP上限 %+d,Lv.15 SP上限 %+d∼%+d,0,1100,15,1,34,203,447,65,140
1151,Lv.1 SP上限 %+d,Lv.1 SP上限 %+d∼%+d,0,1100,1,1,34,-10,-9,-10,-7
1152,Lv.2 SP上限 %+d,Lv.2 SP上限 %+d∼%+d,0,1100,2,1,34,-21,-18,-11,-7
1153,Lv.3 SP上限 %+d,Lv.3 SP上限 %+d∼%+d,0,1100,3,1,34,-33,-28,-12,-8
1154,Lv.4 SP上限 %+d,Lv.4 SP上限 %+d∼%+d,0,1100,4,1,34,-47,-39,-14,-9
1155,Lv.5 SP上限 %+d,Lv.5 SP上限 %+d∼%+d,0,1100,5,1,34,-62,-52,-15,-10
1156,Lv.6 SP上限 %+d,Lv.6 SP上限 %+d∼%+d,0,1100,6,1,34,-79,-66,-17,-11
1157,Lv.7 SP上限 %+d,Lv.7 SP上限 %+d∼%+d,0,1100,7,1,34,-97,-81,-18,-12
1158,Lv.8 SP上限 %+d,Lv.8 SP上限 %+d∼%+d,0,1100,8,1,34,-117,-97,-20,-13
1159,Lv.9 SP上限 %+d,Lv.9 SP上限 %+d∼%+d,0,1100,9,1,34,-139,-116,-22,-15
1160,Lv.10 SP上限 %+d,Lv.10 SP上限 %+d∼%+d,0,1100,10,1,34,-163,-136,-24,-16
1161,Lv.11 SP上限 %+d,Lv.11 SP上限 %+d∼%+d,0,1100,11,1,34,-192,-84,-29,-20
1162,Lv.12 SP上限 %+d,Lv.12 SP上限 %+d∼%+d,0,1100,12,1,34,-227,-100,-35,-25
1163,Lv.13 SP上限 %+d,Lv.13 SP上限 %+d∼%+d,0,1100,13,1,34,-268,-120,-41,-31
1164,Lv.14 SP上限 %+d,Lv.14 SP上限 %+d∼%+d,0,1100,14,1,34,-318,-145,-50,-39
1165,Lv.15 SP上限 %+d,Lv.15 SP上限 %+d∼%+d,0,1100,15,1,34,-378,-177,-60,-49
1190,Lv.16 SP上限 %+d,Lv.16 SP上限 %+d∼%+d,0,1100,16,1,34,259,559,70,140
1191,Lv.17 SP上限 %+d,Lv.17 SP上限 %+d∼%+d,0,1100,17,1,34,319,671,75,140
1192,Lv.18 SP上限 %+d,Lv.18 SP上限 %+d∼%+d,0,1100,18,1,34,383,783,80,140
1193,Lv.19 SP上限 %+d,Lv.19 SP上限 %+d∼%+d,0,1100,19,1,34,451,895,85,140
1194,Lv.20 SP上限 %+d,Lv.20 SP上限 %+d∼%+d,0,1100,20,1,34,523,1007,90,140
1301,Lv.1 物理/魔法攻擊命中率 %+d％,Lv.1 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,1,1,466,1,1,1,1
1302,Lv.2 物理/魔法攻擊命中率 %+d％,Lv.2 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,2,1,466,2,2,1,1
1303,Lv.3 物理/魔法攻擊命中率 %+d％,Lv.3 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,3,1,466,3,3,1,1
1304,Lv.4 物理/魔法攻擊命中率 %+d％,Lv.4 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,4,1,466,4,4,1,1
1305,Lv.5 物理/魔法攻擊命中率 %+d％,Lv.5 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,5,1,466,6,6,2,2
1306,Lv.6 物理/魔法攻擊命中率 %+d％,Lv.6 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,6,1,466,8,8,2,2
1307,Lv.7 物理/魔法攻擊命中率 %+d％,Lv.7 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,7,1,466,10,10,2,2
1308,Lv.8 物理/魔法攻擊命中率 %+d％,Lv.8 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,8,1,466,12,12,2,2
1309,Lv.9 物理/魔法攻擊命中率 %+d％,Lv.9 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,9,1,466,14,14,2,2
1310,Lv.10 物理/魔法攻擊命中率 %+d％,Lv.10 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,10,1,466,17,17,3,3
1311,Lv.1 物理/魔法攻擊命中率 %+d％,Lv.1 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,1,1,466,1,2,1,2
1312,Lv.2 物理/魔法攻擊命中率 %+d％,Lv.2 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,2,1,466,2,3,1,2
1313,Lv.3 物理/魔法攻擊命中率 %+d％,Lv.3 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,3,1,466,3,5,1,2
1314,Lv.4 物理/魔法攻擊命中率 %+d％,Lv.4 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,4,1,466,4,6,1,2
1315,Lv.5 物理/魔法攻擊命中率 %+d％,Lv.5 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,5,1,466,6,9,2,3
1316,Lv.6 物理/魔法攻擊命中率 %+d％,Lv.6 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,6,1,466,8,12,2,3
1317,Lv.7 物理/魔法攻擊命中率 %+d％,Lv.7 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,7,1,466,10,15,2,3
1318,Lv.8 物理/魔法攻擊命中率 %+d％,Lv.8 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,8,1,466,12,18,2,3
1319,Lv.9 物理/魔法攻擊命中率 %+d％,Lv.9 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,9,1,466,14,21,2,3
1320,Lv.10 物理/魔法攻擊命中率 %+d％,Lv.10 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,10,1,466,17,26,3,5
1321,Lv.1 物理/魔法攻擊命中率 %+d％,Lv.1 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,1,1,466,1,2,1,2
1322,Lv.2 物理/魔法攻擊命中率 %+d％,Lv.2 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,2,1,466,2,3,1,2
1323,Lv.3 物理/魔法攻擊命中率 %+d％,Lv.3 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,3,1,466,3,5,1,2
1324,Lv.4 物理/魔法攻擊命中率 %+d％,Lv.4 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,4,1,466,4,6,1,2
1325,Lv.5 物理/魔法攻擊命中率 %+d％,Lv.5 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,5,1,466,6,8,2,2
1326,Lv.6 物理/魔法攻擊命中率 %+d％,Lv.6 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,6,1,466,8,11,2,3
1327,Lv.7 物理/魔法攻擊命中率 %+d％,Lv.7 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,7,1,466,10,13,2,3
1328,Lv.8 物理/魔法攻擊命中率 %+d％,Lv.8 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,8,1,466,12,16,2,3
1329,Lv.9 物理/魔法攻擊命中率 %+d％,Lv.9 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,9,1,466,14,19,2,4
1330,Lv.10 物理/魔法攻擊命中率 %+d％,Lv.10 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,10,1,466,17,22,3,4
1331,Lv.1 物理/魔法攻擊命中率 %+d％,Lv.1 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,1,1,466,1,3,1,3
1332,Lv.2 物理/魔法攻擊命中率 %+d％,Lv.2 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,2,1,466,2,5,1,3
1333,Lv.3 物理/魔法攻擊命中率 %+d％,Lv.3 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,3,1,466,3,8,1,3
1334,Lv.4 物理/魔法攻擊命中率 %+d％,Lv.4 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,4,1,466,4,9,1,3
1335,Lv.5 物理/魔法攻擊命中率 %+d％,Lv.5 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,5,1,466,6,12,2,3
1336,Lv.6 物理/魔法攻擊命中率 %+d％,Lv.6 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,6,1,466,8,17,2,5
1337,Lv.7 物理/魔法攻擊命中率 %+d％,Lv.7 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,7,1,466,10,20,2,5
1338,Lv.8 物理/魔法攻擊命中率 %+d％,Lv.8 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,8,1,466,12,24,2,5
1339,Lv.9 物理/魔法攻擊命中率 %+d％,Lv.9 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,9,1,466,14,29,2,6
1340,Lv.10 物理/魔法攻擊命中率 %+d％,Lv.10 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,10,1,466,17,33,3,6
1341,Lv.11 物理/魔法攻擊命中率 %+d％,Lv.11 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,11,1,466,20,20,3,3
1342,Lv.12 物理/魔法攻擊命中率 %+d％,Lv.12 物理/魔法攻擊命中率 %+d％∼%+d％,0,1300,12,1,466,23,23,3,3
