ID,_Description,_DelayTime0,_Sound0,_Loop0,_DelayTime1,_Sound1,_Loop1,_DelayTime2,_Sound2,_Loop2,_DelayTime3,_Sound3,_Loop3,_DelayTime4,_Sound4,_Loop4,_DelayTime5,_Sound5,_Loop5,_DelayTime6,_Sound6,_Loop6,_DelayTime7,_Sound7,_Loop7,_DelayTime8,_Sound8,_Loop8,_DelayTime9,_Sound9,_Loop9,_DelayTime10,_Sound10,_Loop10
168,[???] ??G ??? ??,0,[Mon_001_02]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
169,[???] ?? ??? ??,0,[Mon_001_09]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
170,[???] ?? ??? ??,0,[Mon_001_09]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
171,[???] ?? ??? ??,0,[Mon_001_13]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
172,[???] ?? ??? ??,0,[Mon_001_13]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
173,[???] ????? ??? ??? ??,0,[Mon_001_18]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
174,[???] ????? ??? ??? ??,0,[Mon_001_18]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
175,[???] ??? ??? ??? ??,0,[Mon_001_20]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
176,[???] ??? ??? ??? ??,0,[Mon_001_20]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
177,[???] ?????? ??? ??,0,[Mon_001_21]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
178,[???] ?????? ??? ??,0,[Mon_001_21]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
179,[??] ??? (??? ?? ??),0,[Skill]_blink.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
180,[??] ??? ?? ??,0,[Skill]_unlock.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
181,[???] ??? ???,0,[Trap]_Gas.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
182,[???] ???? ???,11,[Mon_001_58]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
183,[???] ???? ???,12,[Mon_001_58]_Skill01_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
184,[???] ?? ??,0,[Mon_001_34]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
185,[???] ?? ??,0,[Mon_001_34]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
186,[???] ??? ?? ???,0,[System]_ENCHANT_PROGRESS.wav,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
187,[???] ??? ?? ???,0,[System]_ENCHANT_SUCCESS.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
188,[???] ??? ?? ???,0,[System]_ENCHANT_FAILURE.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
189,[????] ?? ???,0,[Emot]_CHEER01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
190,[????] ???(?),0,[Emot]_CHEER02_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
191,[????] ???(?),0,[Emot]_CHEER02_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
192,[????] ?? ??1,0,[Emot]_CHEER03_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
193,[????] ?? ??2,0,[Emot]_CHEER03_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
194,[????] ?? ??,0,[Emot]_CHEER04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
195,[???] ? ?? ??,0,[Mon_001_23]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
196,[???] ? ?? ??,0,[Mon_001_23]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
197,[???] ??? ??? ??,0,[Mon_001_45]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
198,[???] ??? ??? ??,0,[Mon_001_45]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
199,[???] ??? ??,0,[Mon_001_30]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
200,[???] ??? ??,0,[Mon_001_30]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
201,[????] ????,0,[Emot]_EMOTICON01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
202,[????] ???,0,[Emot]_EMOTICON02_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
203,[????] ???2,0,[Emot]_EMOTICON02_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
204,[????] ????,0,[Emot]_EMOTICON03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
205,[????] ???,0,[Emot]_EMOTICON04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
206,[????] ??,0,[Emot]_EMOTICON05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
207,[????] ??,0,[Emot]_EMOTICON07.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
208,[????] ??,0,[Emot]_EMOTICON08.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
209,[????] ????,0,[Emot]_EMOTICON09.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
210,[????] ????,0,[Emot]_EMOTICON10.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
211,[????] ??? ???,0,[Prologue]_IRIS_Attack(H).wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
212,[????] ??? ??,0,[Prologue]_IRIS_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
213,[????] ??? ??,0,[Prologue]_IRIS_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
214,[????] ?? ??,5,[Prologue]_Last_Boss_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
215,[????] ?? ??,0,[Prologue]_Last_Boss_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
216,[????] ?? ??,0,[Prologue]_Last_Boss_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
217,[???] ?? ??,0,[Mon_001_60]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
218,[???] ?? ??,0,[Mon_001_60]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
219,[???] ?? ??,0,[Mon_001_60]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
220,[???] ???? ??,0,[Mon_001_61]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
221,[???] ???? ??,0,[Mon_001_61]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
222,[???] ???? ??,0,[Mon_001_61]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
223,[???] ???? ??,0,[Mon_001_64]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
224,[???] ???? ??,0,[Mon_001_64]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
225,[???] ???? ??,0,[Mon_001_64]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
226,[???] ???? ??,0,[Mon_001_64]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
227,[???] ??? ??,0,[Mon_001_65]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
228,[???] ??? ??,0,[Mon_001_65]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
229,[???] ??? ??,0,[Mon_001_65]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
230,[???] ??? ??,0,[Mon_001_65]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
231,[???] ?? ??,0,[Mon_001_66]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
232,[???] ?? ??,0,[Mon_001_66]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
233,[???] ?? ??,0,[Mon_001_66]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
234,[???] ???? ??,0,[Mon_001_67]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
235,[???] ???? ??,0,[Mon_001_67]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
236,[???] ???? ??,0,[Mon_001_67]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
237,[???] ???? ??,0,[Mon_001_67]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
238,[???] ??? ??,0,[Mon_001_68]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
239,[???] ??? ??,0,[Mon_001_68]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
240,[???] ??? ??,0,[Mon_001_68]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
241,[???] ??? ??,0,[Mon_001_68]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
242,[???] ????? ??,0,[Mon_001_69]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
243,[???] ????? ??,0,[Mon_001_69]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
244,[???] ????? ??,0,[Mon_001_69]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
245,[???] ??? ??,0,[Mon_001_70]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
246,[???] ??? ??,0,[Mon_001_70]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
247,[???] ??? ??,0,[Mon_001_70]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
248,[???] ??? ??,0,[Mon_001_70]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
249,[???] ??? ??,0,[Mon_001_71]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
250,[???] ??? ??,0,[Mon_001_71]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
251,[???] ??? ??,0,[Mon_001_71]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
252,[???] ??? ??,0,[Mon_001_72]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
253,[???] ??? ??,0,[Mon_001_72]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
254,[???] ??? ??,0,[Mon_001_72]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
255,[???] ??? ??,0,[Mon_001_72]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
256,[???] ???? ??,0,[Mon_001_74]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
257,[???] ???? ??,0,[Mon_001_74]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
258,[???] ???? ??,0,[Mon_001_73]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
259,[???] ???? ??,0,[Mon_001_73]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
260,[???] ???? ??,0,[Mon_001_73]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
261,[???] ???? ??,0,[Mon_001_73]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
262,[???] ???? ??,0,[Mon_001_74]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
263,[???] ???? ??,0,[Mon_001_75]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
264,[???] ???? ??,0,[Mon_001_75]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
265,[???] ???? ??,0,[Mon_001_75]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
266,[???] ???? ??,0,[Mon_001_76]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
267,[???] ???? ??,0,[Mon_001_76]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
268,[???] ???? ??,0,[Mon_001_76]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
269,[???] ???? ??,0,[Mon_001_76]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
270,[???] ?? ??,0,[Mon_001_77]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
271,[???] ?? ??,0,[Mon_001_77]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
272,[???] ?? ??,0,[Mon_001_77]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
273,[???] ???? ??,0,[Mon_001_78]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
274,[???] ???? ??,0,[Mon_001_78]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
275,[???] ???? ??,0,[Mon_001_78]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
276,[??] ??? ?? ?? (??),0,[Skill]_Public_Use01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
277,[??] ??? : ??,0,[Skill]_Attacker_Counter.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
278,[??] ??? : ?????,0,[Skill]_Attacker_Blocking.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
279,[??] ??? : ?????,0,[Skill]_Defender_Guard_Impact.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
280,[??] ??? : ????,0,[Skill]_Defender_Minute_Guard.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
281,[??] ??? : ?? ??,0,[Skill]_Invest_Gold_Rush.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
282,[??] ??? : ??? ???,0,[Skill]_Invest_Meanness.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
283,[??] ??? : ???,0,[Skill]_Invest_Trade.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
284,[??] ??? : ??? ??,0,[Skill]_Invest_Lucky_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
285,[??] ??? : ?? ??,0,[Skill]_Magician_Salamandra.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
286,[??] ??? : ?? ??,0,[Skill]_Magician_Undine.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
287,[??] ??? : ??? ??,0,[Skill]_Magician_Sylph.wav,0,4,VE_GIRL01_SHORT_01.wav,0,4,VE_WOMAN01_SHORT_01.wav,0,4,VE_WOMAN02_SHORT_01.wav,0,4,VE_BOY01_SHORT_01.wav,0,4,VE_MAN01_SHORT_04.wav,0,4,VE_MAN02_SHORT_01.wav,0,0,,0,0,,0,0,,0,0,,0
288,[??] ??? : ?? ??,0,[Skill]_Magician_Gnome.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
289,[???] ??? ??,0,[Mon_001_28]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
290,[???] ??? ??,0,[Mon_001_28]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
291,[???] ??? ??,0,[Mon_001_55]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
292,[???] ??? ??,0,[Mon_001_55]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
293,[???] ?? ??? ??,0,[Mon_001_37]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
294,[???] ?? ??? ??,0,[Mon_001_37]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
295,[???] ?? ??? ??,0,[Mon_001_37]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
296,[???] ??? ??,0,[Mon_001_51]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
297,[???] ???? ??,0,[Mon_001_46]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
298,[???] ???? ??,0,[Mon_001_46]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
299,[???] ?? ???? ??,0,[Mon_001_17]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
300,[???] ?? ???? ??,0,[Mon_001_17]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
301,[???] ?? ???? ??,0,[Mon_001_17]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
302,[???] ???? ??,0,[Mon_001_44]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
303,[???] ???? ??,0,[Mon_001_03]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
304,[???] ???? ??,0,[Mon_001_03]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
305,[???] ?? ?? ??,0,[Mon_001_47]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
306,[???] ?? ?? ??,0,[Mon_001_47]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
307,[???] ?? ?? ??,0,[Mon_001_47]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
308,[???] ?? ?? ??,0,[Mon_001_47]_Skill01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
309,[???] ??? ?? ??,0,[Mon_001_36]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
310,[???] ??? ?? ??,0,[Mon_001_36]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
311,[???] ????? ??,0,[Mon_001_56]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
312,[???] ????? ??,0,[Mon_001_56]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
313,[???] ????? ??,0,[Mon_001_56]_Skill01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
314,[???] ??? ??,0,[Mon_001_54]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
315,[???] ??? ??,0,[Mon_001_54]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
316,[???] ??? ?? ??,0,[Mon_001_31]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
317,[???] ??? ?? ??,0,[Mon_001_31]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
318,[???] ?? ???(???),0,[Mon_002_02]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
319,[???] ?? ???(???),0,[Mon_002_02]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
320,[???] ??? ??,0,[Mon_001_62]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
321,[???] ???? ??,0,[Mon_001_79]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
322,[???] ???/???? ??,0,[Mon_001_62]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
323,[???] ???/???? ??,0,[Mon_001_62]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
324,[???] ??? ??,0,[Mon_001_63]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
325,[???] ??? ??,0,[Mon_001_63]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
326,[???] ??? ??,0,[Mon_001_63]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
327,[???] ?? ??,0,[Mon_001_84]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
328,[???] ?? / ??? ??,0,[Mon_001_84]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
329,[???] ?? / ??? ??,0,[Mon_001_84]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
330,[???] ?? / ??? ??,0,[Mon_001_84]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
